


Run Date,Action,Symbol,Security Description,Security Type,Quantity,Price ($),Commission ($),Fees ($),Accrued Interest ($),Amount ($),Settlement Date
 12/30/2016, INTEREST EARNED FDIC INSURED DEPOSIT AT WELLS FARGO HSA (QPISQ) (Cash), QPISQ, FDIC INSURED DEPOSIT AT WELLS FARGO HSA,Cash,,,,,,0.05,
 12/30/2016, INTEREST EARNED FDIC INSURED DEPOSIT AT FIFTH THIRD HSA (QPILQ) (Cash), QPILQ, FDIC INSURED DEPOSIT AT FIFTH THIRD HSA,Cash,,,,,,0.05,
 12/30/2016, INTEREST EARNED FDIC INSURED DEPOSIT AT SUNTRUST BK HSA (QPIHQ) (Cash), QPIHQ, FDIC INSURED DEPOSIT AT SUNTRUST BK HSA,Cash,,,,,,0.02,
 12/27/2016, NORMAL DISTR PARTIAL CVS/PHARMACY #02754 CARY NC (Cash), , No Description,Cash,,,,,,-50.06,
 12/22/2016, NORMAL DISTR PARTIAL WAKE PHYSICIAN PRACTIC 9193508359 NC (Cash), , No Description,Cash,,,,,,-1000,
 12/21/2016, PARTIC CONTR CURRENT PARTICIPANT CUR YR (Cash), , No Description,Cash,,,,,,161.54,
 12/14/2016, NORMAL DISTR PARTIAL DUKE MEDICINE PAYMENT DURHAM NC (Cash), , No Description,Cash,,,,,,-631.72,
 12/09/2016, PARTIC CONTR CURRENT PARTICIPANT CUR YR (Cash), , No Description,Cash,,,,,,161.53,
 12/08/2016, DIVIDEND RECEIVED AGNC INVT CORP COM (AGNC) (Cash), AGNC, AGNC INVT CORP COM,Cash,,,,,,27,
 11/30/2016, INTEREST EARNED FDIC INSURED DEPOSIT AT WELLS FARGO HSA (QPISQ) (Cash), QPISQ, FDIC INSURED DEPOSIT AT WELLS FARGO HSA,Cash,,,,,,0.05,
 11/30/2016, INTEREST EARNED FDIC INSURED DEPOSIT AT FIFTH THIRD HSA (QPILQ) (Cash), QPILQ, FDIC INSURED DEPOSIT AT FIFTH THIRD HSA,Cash,,,,,,0.05,
 11/30/2016, INTEREST EARNED FDIC INSURED DEPOSIT AT SUNTRUST BK HSA (QPIHQ) (Cash), QPIHQ, FDIC INSURED DEPOSIT AT SUNTRUST BK HSA,Cash,,,,,,0.02,
 11/25/2016, PARTIC CONTR CURRENT PARTICIPANT CUR YR (Cash), , No Description,Cash,,,,,,161.54,
 11/11/2016, NORMAL DISTR PARTIAL DUKE MEDICINE MYCHART DURHAM NC (Cash), , No Description,Cash,,,,,,-52.05,
 11/09/2016, PARTIC CONTR CURRENT PARTICIPANT CUR YR (Cash), , No Description,Cash,,,,,,161.53,
 11/08/2016, DIVIDEND RECEIVED AGNC INVT CORP COM (AGNC) (Cash), AGNC, AGNC INVT CORP COM,Cash,,,,,,27,
 10/31/2016, DIVIDEND RECEIVED ANNALY CAPITAL MANAGEMENT INC COM (NLY) (Cash), NLY, ANNALY CAPITAL MANAGEMENT INC COM,Cash,,,,,,132.07,
 10/31/2016, INTEREST EARNED FDIC INSURED DEPOSIT AT WELLS FARGO HSA (QPISQ) (Cash), QPISQ, FDIC INSURED DEPOSIT AT WELLS FARGO HSA,Cash,,,,,,0.05,
 10/31/2016, INTEREST EARNED FDIC INSURED DEPOSIT AT FIFTH THIRD HSA (QPILQ) (Cash), QPILQ, FDIC INSURED DEPOSIT AT FIFTH THIRD HSA,Cash,,,,,,0.05,
 10/31/2016, INTEREST EARNED FDIC INSURED DEPOSIT AT SUNTRUST BK HSA (QPIHQ) (Cash), QPIHQ, FDIC INSURED DEPOSIT AT SUNTRUST BK HSA,Cash,,,,,,0.02,
 10/26/2016, PARTIC CONTR CURRENT PARTICIPANT CUR YR (Cash), , No Description,Cash,,,,,,161.54,
 10/24/2016, NORMAL DISTR PARTIAL CARY GASTROENTEROLOGY CARY NC (Cash), , No Description,Cash,,,,,,-126.1,
 10/13/2016, PARTIC CONTR CURRENT PARTICIPANT CUR YR (Cash), , No Description,Cash,,,,,,161.53,
 10/07/2016, DIVIDEND RECEIVED 02503X105 (Cash), , AMERICAN CAP AGY CORP COM,Cash,,,,,,27,
 10/03/2016, NAME CHANGED N/C TO 00123Q104#REOR M0051006950000 02503X105 (Cash), , AMERICAN CAP AGY CORP COM,Cash,-150,,,,,,
 10/03/2016, NAME CHANGED N/C FROM 02503X105#REOR M0051006950001 AGNC INVT CORP COM (AGNC) (Cash), AGNC, AGNC INVT CORP COM,Cash,150,,,,,,





"The data and information in this spreadsheet is provided to you solely for your use and is not for distribution. The spreadsheet is provided for"
"informational purposes only, and is not intended to provide advice, nor should it be construed as an offer to sell, a solicitation of an offer to buy or a"
"recommendation for any security by Fidelity or any third party. Data and information shown is based on information known to Fidelity as of the date it was"
"exported and is subject to change. It should not be used in place of your account statements or trade confirmations and is not intended for tax reporting"
"purposes. For more information on the data included in this spreadsheet, including any limitations thereof, go to Fidelity.com."

"Brokerage services are provided by Fidelity Brokerage Services LLC, 900 Salem Street, Smithfield, RI 02917. Custody and other services provided by National"
"Financial Services LLC. Both are Fidelity Investment companies and members SIPC, NYSE."

"Date downloaded" 01/02/2020, 8:46 PM
