


Run Date,Action,Symbol,Security Description,Security Type,Quantity,Price ($),Commission ($),Fees ($),Accrued Interest ($),Amount ($),Settlement Date
 12/29/2017, INTEREST EARNED, QPISQ, FDIC INSURED DEPOSIT AT WELLS FARGO HSA,Cash,,,,,,1.18,
 12/29/2017, INTEREST EARNED, QPILQ, FDIC INSURED DEPOSIT AT FIFTH THIRD HSA,Cash,,,,,,1.2,
 12/29/2017, INTEREST EARNED, QPIJQ, FDIC INSURED DEPOSIT AT UNION BANK HSA ,Cash,,,,,,0.21,
 12/29/2017, INTEREST EARNED, QPIHQ, FDIC INSURED DEPOSIT AT SUNTRUST BK HSA,Cash,,,,,,0.52,
 12/21/2017, PARTIC CONTR CURRENT PARTICIPANT CUR YR, , No Description,Cash,,,,,,161.54,
 12/08/2017, DIVIDEND RECEIVED, AGNC, AGNC INVT CORP COM,Cash,,,,,,27,
 12/07/2017, PARTIC CONTR CURRENT PARTICIPANT CUR YR, , No Description,Cash,,,,,,161.53,
 11/30/2017, INTEREST EARNED, QPISQ, FDIC INSURED DEPOSIT AT WELLS FARGO HSA,Cash,,,,,,0.76,
 11/30/2017, INTEREST EARNED, QPILQ, FDIC INSURED DEPOSIT AT FIFTH THIRD HSA,Cash,,,,,,0.76,
 11/30/2017, INTEREST EARNED, QPIJQ, FDIC INSURED DEPOSIT AT UNION BANK HSA ,Cash,,,,,,0.11,
 11/30/2017, INTEREST EARNED, QPIHQ, FDIC INSURED DEPOSIT AT SUNTRUST BK HSA,Cash,,,,,,0.34,
 11/24/2017, PARTIC CONTR CURRENT PARTICIPANT CUR YR, , No Description,Cash,,,,,,161.54,
 11/17/2017, NORMAL DISTR PARTIAL CARY GASTROENTEROLOGY   CARY          NC, , No Description,Cash,,,,,,-126.1,
 11/09/2017, DIVIDEND RECEIVED, AGNC, AGNC INVT CORP COM,Cash,,,,,,27,
 11/09/2017, PARTIC CONTR CURRENT PARTICIPANT CUR YR, , No Description,Cash,,,,,,161.53,
 10/31/2017, DIVIDEND RECEIVED, NLY, ANNALY CAPITAL MANAGEMENT INC COM,Cash,,,,,,150,
 10/31/2017, INTEREST EARNED, QPISQ, FDIC INSURED DEPOSIT AT WELLS FARGO HSA,Cash,,,,,,0.78,
 10/31/2017, INTEREST EARNED, QPILQ, FDIC INSURED DEPOSIT AT FIFTH THIRD HSA,Cash,,,,,,0.78,
 10/31/2017, INTEREST EARNED, QPIJQ, FDIC INSURED DEPOSIT AT UNION BANK HSA ,Cash,,,,,,0.06,
 10/31/2017, INTEREST EARNED, QPIHQ, FDIC INSURED DEPOSIT AT SUNTRUST BK HSA,Cash,,,,,,0.35,
 10/26/2017, PARTIC CONTR CURRENT PARTICIPANT CUR YR, , No Description,Cash,,,,,,161.54,
 10/12/2017, PARTIC CONTR CURRENT PARTICIPANT CUR YR, , No Description,Cash,,,,,,161.53,
 10/10/2017, DIVIDEND RECEIVED, AGNC, AGNC INVT CORP COM,Cash,,,,,,27,





"The data and information in this spreadsheet is provided to you solely for your use and is not for distribution. The spreadsheet is provided for"
"informational purposes only, and is not intended to provide advice, nor should it be construed as an offer to sell, a solicitation of an offer to buy or a"
"recommendation for any security by Fidelity or any third party. Data and information shown is based on information known to Fidelity as of the date it was"
"exported and is subject to change. It should not be used in place of your account statements or trade confirmations and is not intended for tax reporting"
"purposes. For more information on the data included in this spreadsheet, including any limitations thereof, go to Fidelity.com."

"Brokerage services are provided by Fidelity Brokerage Services LLC, 900 Salem Street, Smithfield, RI 02917. Custody and other services provided by National"
"Financial Services LLC. Both are Fidelity Investment companies and members SIPC, NYSE."

"Date downloaded" 02/12/2018, 7:19 PM
