


Brokerage

Run Date,Action,Symbol,Security Description,Security Type,Quantity,Price ($),Commission ($),Fees ($),Accrued Interest ($),Amount ($),Settlement Date
 03/31/2021, DIVIDEND RECEIVED HERZFELD CARIBBEAN BASIN FD IN COM (CUBA) (Cash), CUBA, HERZFELD CARIBBEAN BASIN FD IN COM,Cash,,,,,,155.25,
 03/31/2021, INTEREST EARNED FDIC INSURED DEPOSIT AT CITIBANK HSA NO (QPCIQ) (Cash), QPCIQ, FDIC INSURED DEPOSIT AT CITIBANK HSA NO,Cash,,,,,,0.01,
 03/31/2021, INTEREST EARNED FDIC INSURED DEPOSIT AT WELLS FARGO HSA (QPISQ) (Cash), QPISQ, FDIC INSURED DEPOSIT AT WELLS FARGO HSA,Cash,,,,,,0.06,
 03/31/2021, INTEREST EARNED FDIC INSURED DEPOSIT AT FIFTH THIRD HSA (QPILQ) (Cash), QPILQ, FDIC INSURED DEPOSIT AT FIFTH THIRD HSA,Cash,,,,,,0.01,
 03/31/2021, INTEREST EARNED FDIC INSURED DEPOSIT AT UNION BANK HSA (QPIJQ) (Cash), QPIJQ, FDIC INSURED DEPOSIT AT UNION BANK HSA ,Cash,,,,,,0.01,
 03/31/2021, INTEREST EARNED FDIC INSURED DEPOSIT AT TRUIST BANK HSA (QPIHQ) (Cash), QPIHQ, FDIC INSURED DEPOSIT AT TRUIST BANK HSA,Cash,,,,,,0.04,
 03/24/2021, PARTIC CONTR CURRENT PARTICIPANT CUR YR (Cash), , No Description,Cash,,,,,,276.92,
 03/10/2021, PARTIC CONTR CURRENT PARTICIPANT CUR YR (Cash), , No Description,Cash,,,,,,276.92,
 03/09/2021, DIVIDEND RECEIVED AGNC INVT CORP COM (AGNC) (Cash), AGNC, AGNC INVT CORP COM,Cash,,,,,,120,
 02/26/2021, INTEREST EARNED FDIC INSURED DEPOSIT AT CITIBANK HSA NO (QPCIQ) (Cash), QPCIQ, FDIC INSURED DEPOSIT AT CITIBANK HSA NO,Cash,,,,,,0.01,
 02/26/2021, INTEREST EARNED FDIC INSURED DEPOSIT AT WELLS FARGO HSA (QPISQ) (Cash), QPISQ, FDIC INSURED DEPOSIT AT WELLS FARGO HSA,Cash,,,,,,0.05,
 02/26/2021, INTEREST EARNED FDIC INSURED DEPOSIT AT FIFTH THIRD HSA (QPILQ) (Cash), QPILQ, FDIC INSURED DEPOSIT AT FIFTH THIRD HSA,Cash,,,,,,0.01,
 02/26/2021, INTEREST EARNED FDIC INSURED DEPOSIT AT TRUIST BANK HSA (QPIHQ) (Cash), QPIHQ, FDIC INSURED DEPOSIT AT TRUIST BANK HSA,Cash,,,,,,0.03,
 02/25/2021, PARTIC CONTR CURRENT PARTICIPANT CUR YR (Cash), , No Description,Cash,,,,,,276.92,
 02/10/2021, PARTIC CONTR CURRENT PARTICIPANT CUR YR (Cash), , No Description,Cash,,,,,,276.92,
 02/09/2021, DIVIDEND RECEIVED AGNC INVT CORP COM (AGNC) (Cash), AGNC, AGNC INVT CORP COM,Cash,,,,,,120,
 01/29/2021, DIVIDEND RECEIVED ANNALY CAPITAL MANAGEMENT INC COM (NLY) (Cash), NLY, ANNALY CAPITAL MANAGEMENT INC COM,Cash,,,,,,220,
 01/29/2021, INTEREST EARNED FDIC INSURED DEPOSIT AT WELLS FARGO HSA (QPISQ) (Cash), QPISQ, FDIC INSURED DEPOSIT AT WELLS FARGO HSA,Cash,,,,,,0.06,
 01/29/2021, INTEREST EARNED FDIC INSURED DEPOSIT AT FIFTH THIRD HSA (QPILQ) (Cash), QPILQ, FDIC INSURED DEPOSIT AT FIFTH THIRD HSA,Cash,,,,,,0.01,
 01/29/2021, INTEREST EARNED FDIC INSURED DEPOSIT AT TRUIST BANK HSA (QPIHQ) (Cash), QPIHQ, FDIC INSURED DEPOSIT AT TRUIST BANK HSA,Cash,,,,,,0.03,
 01/27/2021, PARTIC CONTR CURRENT PARTICIPANT CUR YR (Cash), , No Description,Cash,,,,,,276.92,
 01/14/2021, DEBIT CARD PURCHASE DUKE HEALTH MYCHART PM 800-7826945 NC (Cash), , No Description,Cash,,,,,,-913.38,
 01/14/2021, PARTIC CONTR CURRENT PARTICIPANT CUR YR (Cash), , No Description,Cash,,,,,,276.92,
 01/14/2021, CO CONTR CURRENT YR EMPLOYER CUR YR (Cash), , No Description,Cash,,,,,,1000,
 01/12/2021, DIVIDEND RECEIVED AGNC INVT CORP COM (AGNC) (Cash), AGNC, AGNC INVT CORP COM,Cash,,,,,,120,





"The data and information in this spreadsheet is provided to you solely for your use and is not for distribution. The spreadsheet is provided for"
"informational purposes only, and is not intended to provide advice, nor should it be construed as an offer to sell, a solicitation of an offer to buy or a"
"recommendation for any security or insurance product by Fidelity or any third party. Data and information shown is based on information known to Fidelity as of the date it was"
"exported and is subject to change. It should not be used in place of your account statements or trade confirmations and is not intended for tax reporting"
"purposes. For more information on the data included in this spreadsheet, including any limitations thereof, go to Fidelity.com."

"Brokerage services are provided by Fidelity Brokerage Services LLC, 900 Salem Street, Smithfield, RI 02917. Custody and other services provided by National"
"Financial Services LLC. Both are Fidelity Investment companies and members SIPC, NYSE. Insurance products at Fidelity are distributed by"
"Fidelity Insurance Agency, Inc., and, for certain products, by Fidelity Brokerage Services, Member NYSE, SIPC."

"Date downloaded" 04/09/2021, 5:43 PM
