


Brokerage

Run Date,Action,Symbol,Security Description,Security Type,Quantity,Price ($),Commission ($),Fees ($),Accrued Interest ($),Amount ($),Settlement Date
 04/11/2022, YOU SOLD OPENING TRANSACTION PUT (ABNB) AIRBNB INC COM CL A MAY 20 22 $145 (100 SHS) (Cash), -ABNB220520P145, PUT (ABNB) AIRBNB INC COM CL A MAY 20 22 $145 (100 SHS),Cash,-2,5.6,1.3,0.07,,1118.63,04/12/2022
 04/11/2022, YOU SOLD OPENING TRANSACTION CALL (ABNB) AIRBNB INC COM CL A MAY 20 22 $180 (100 SHS) (Cash), -ABNB220520C180, CALL (ABNB) AIRBNB INC COM CL A MAY 20 22 $180 (100 SHS),Cash,-2,4.85,1.3,0.07,,968.63,04/12/2022
 04/11/2022, YOU BOUGHT CLOSING TRANSACTION CALL (ABNB) AIRBNB INC COM CL A APR 14 22 $185 (100 SHS) (Cash), -ABNB220414C185, CALL (ABNB) AIRBNB INC COM CL A APR 14 22 $185 (100 SHS),Cash,2,0.03,,0.06,,-6.06,04/12/2022
 04/11/2022, YOU BOUGHT AT&T INC COM USD1 (T) (Cash), T, AT&T INC COM USD1,Cash,2000,19.55,,,,-39100,04/13/2022
 04/08/2022, REINVESTMENT FIDELITY SELECT LEISURE (FDLSX) (Cash), FDLSX, FIDELITY SELECT LEISURE,Cash,253.561,15.4,,,,-3904.84,
 04/08/2022, DIVIDEND RECEIVED FIDELITY SELECT LEISURE (FDLSX) (Cash), FDLSX, FIDELITY SELECT LEISURE,Cash,,,,,,54.49,
 04/08/2022, LONG-TERM CAP GAIN FIDELITY SELECT LEISURE (FDLSX) (Cash), FDLSX, FIDELITY SELECT LEISURE,Cash,,,,,,3850.35,
 04/08/2022, YOU SOLD NVIDIA CORPORATION COM (NVDA) (Cash), NVDA, NVIDIA CORPORATION COM,Cash,-100,233,,0.12,,23299.88,04/12/2022
 04/08/2022, YOU SOLD OPENING TRANSACTION PUT (NIO) NIO INC SPON ADS APR 22 22 $18.5 (100 SHS) (Cash), -NIO220422P18.5, PUT (NIO) NIO INC SPON ADS APR 22 22 $18.5 (100 SHS),Cash,-10,0.6,6.5,0.30,,593.2,04/11/2022
 04/06/2022, YOU SOLD UBER TECHNOLOGIES INC COM (UBER) (Cash), UBER, UBER TECHNOLOGIES INC COM,Cash,-1000,33.5,,0.18,,33499.82,04/08/2022
 04/06/2022, YOU SOLD META PLATFORMS INC CLASS A COMMON STOCK (FB) (Cash), FB, META PLATFORMS INC CLASS A COMMON STOCK,Cash,-200,224,,0.23,,44799.77,04/08/2022
