


Brokerage

Run Date,Action,Symbol,Security Description,Security Type,Quantity,Price ($),Commission ($),Fees ($),Accrued Interest ($),Amount ($),Settlement Date
 12/31/2021, REINVESTMENT CASH (315994103) (Cash), 315994103, CASH,Cash,0.95,1,,,,-0.95,
 12/31/2021, INTEREST EARNED CASH (315994103) (Cash), 315994103, CASH,Cash,,,,,,0.95,
 12/17/2021, FEE CHARGED BP PLC SPONSORED ADR (BP) (Margin), BP, BP PLC SPONSORED ADR,Margin,,,,,,-7.5,
 12/17/2021, DIVIDEND RECEIVED BP PLC SPONSORED ADR (BP) (Margin), BP, BP PLC SPONSORED ADR,Margin,,,,,,491.4,
 12/13/2021, Electronic Funds Transfer Paid (Cash), , No Description,Cash,,,,,,-30000,
 12/10/2021, DIVIDEND RECEIVED INTERNATIONAL BUS MACH CORP COM USD0.20 (IBM) (Margin), IBM, INTERNATIONAL BUS MACH CORP COM USD0.20,Margin,,,,,,656,
 12/09/2021, CONTRIBUTED TO FIDELITY CHARITABLE Â® (Cash),  , No Description,Cash,,,,,,-7000,
 12/07/2021, YOU BOUGHT CLOSING TRANSACTION PUT (QS) QUANTUMSCAPE CORP CLDEC 17 21 $20 (100 SHS) (Cash), -QS211217P20, PUT (QS) QUANTUMSCAPE CORP CLDEC 17 21 $20 (100 SHS),Cash,10,0.15,,0.21,,-150.21,12/08/2021
 12/02/2021, YOU SOLD STRATASYS LTD (SSYS) (Margin), SSYS, STRATASYS LTD,Margin,-500,25.78,,0.07,,12889.93,12/06/2021
 12/01/2021, Electronic Funds Transfer Received (Cash),  , No Description,Cash,,,,,,25000,
 11/30/2021, REINVESTMENT CASH (315994103) (Cash), 315994103, CASH,Cash,0.78,1,,,,-0.78,
 11/30/2021, INTEREST EARNED CASH (315994103) (Cash), 315994103, CASH,Cash,,,,,,0.78,
 11/30/2021, YOU BOUGHT CLOSING TRANSACTION CALL (SSYS) STRATASYS LTD DEC 17 21 $35 (100 SHS) (Margin), -SSYS211217C35, CALL (SSYS) STRATASYS LTD DEC 17 21 $35 (100 SHS),Margin,5,0.11,,0.11,,-55.11,12/01/2021
 11/24/2021, DIVIDEND RECEIVED CITIGROUP INC (C) (Margin), C, CITIGROUP INC,Margin,,,,,,510,
