


Brokerage

Run Date,Action,Symbol,Security Description,Security Type,Quantity,Price ($),Commission ($),Fees ($),Accrued Interest ($),Amount ($),Settlement Date
 04/11/2022, YOU BOUGHT CLOSING TRANSACTION CALL (UBER) UBER TECHNOLOGIES APR 14 22 $40 (100 SHS) (Cash), -UBER220414C40, CALL (UBER) UBER TECHNOLOGIES APR 14 22 $40 (100 SHS),Cash,10,0.02,,0.29,,-20.29,04/12/2022
 04/11/2022, YOU SOLD OPENING TRANSACTION CALL (UBER) UBER TECHNOLOGIES MAY 20 22 $37.5 (100 SHS) (Cash), -UBER220520C37.5, CALL (UBER) UBER TECHNOLOGIES MAY 20 22 $37.5 (100 SHS),Cash,-10,0.83,6.5,0.30,,823.2,04/12/2022
 04/07/2022, YOU SOLD NVIDIA CORPORATION COM (NVDA) (Cash), NVDA, NVIDIA CORPORATION COM,Cash,-100,240.25,,0.13,,24024.87,04/11/2022
 04/04/2022, YOU SOLD OPENING TRANSACTION PUT (QS) QUANTUMSCAPE CORP APR 14 22 $19.5 (100 SHS) (Cash), -QS220414P19.5, PUT (QS) QUANTUMSCAPE CORP APR 14 22 $19.5 (100 SHS),Cash,-8,0.35,5.2,0.24,,274.56,04/05/2022
 03/31/2022, REINVESTMENT FIMM MMKT PORT INST CL (FNSXX) (Cash), FNSXX, FIMM MMKT PORT INST CL,Cash,0.76,1,,,,-0.76,
 03/31/2022, DIVIDEND RECEIVED FIMM MMKT PORT INST CL (FNSXX) (Cash), FNSXX, FIMM MMKT PORT INST CL,Cash,,,,,,0.76,
 03/31/2022, REINVESTMENT FIDELITY GOVERNMENT CASH RESERVES (FDRXX) (Cash), FDRXX, FIDELITY GOVERNMENT CASH RESERVES,Cash,0.46,1,,,,-0.46,
 03/31/2022, DIVIDEND RECEIVED FIDELITY GOVERNMENT CASH RESERVES (FDRXX) (Cash), FDRXX, FIDELITY GOVERNMENT CASH RESERVES,Cash,,,,,,0.46,
 03/24/2022, DIVIDEND RECEIVED NVIDIA CORPORATION COM (NVDA) (Cash), NVDA, NVIDIA CORPORATION COM,Cash,,,,,,4,
 03/24/2022, YOU SOLD OPENING TRANSACTION CALL (UBER) UBER TECHNOLOGIES APR 14 22 $40 (100 SHS) (Cash), -UBER220414C40, CALL (UBER) UBER TECHNOLOGIES APR 14 22 $40 (100 SHS),Cash,-10,0.29,6.5,0.30,,283.2,03/25/2022
 03/21/2022, ASSIGNED as of 03/18/2022 PUT (AI) C3 AI INC CL A MAR 18 22 $30 (100 SHS) (Cash), -AI220318P30, PUT (AI) C3 AI INC CL A MAR 18 22 $30 (100 SHS),Cash,5,,,,,,
 03/21/2022, EXPIRED PUT (QS) QUANTUMSCAPE CORP MAR 18 22 $15 as of 03/18/2022 PUT (QS) QUANTUMSCAPE CORP MAR 18 22 $15 (100 SHS) (Cash), -QS220318P15, PUT (QS) QUANTUMSCAPE CORP MAR 18 22 $15 (100 SHS),Cash,3,,,,,,
 03/21/2022, YOU BOUGHT ASSIGNED PUTS AS OF 03-18-22 C3 AI INC CL A (AI) (Cash), AI, C3 AI INC CL A,Cash,500,30,,,,-15000,03/22/2022
 03/15/2022, YOU BOUGHT CLOSING TRANSACTION CALL (AAPL) APPLE INC MAR 18 22 $162.5 (100 SHS) (Cash), -AAPL220318C162.5, CALL (AAPL) APPLE INC MAR 18 22 $162.5 (100 SHS),Cash,3,0.12,,0.09,,-36.09,03/16/2022
 03/15/2022, YOU SOLD OPENING TRANSACTION CALL (AAPL) APPLE INC APR 14 22 $165 (100 SHS) (Cash), -AAPL220414C165, CALL (AAPL) APPLE INC APR 14 22 $165 (100 SHS),Cash,-3,1.72,1.95,0.10,,513.95,03/16/2022





"The data and information in this spreadsheet is provided to you solely for your use and is not for distribution. The spreadsheet is provided for"
"informational purposes only, and is not intended to provide advice, nor should it be construed as an offer to sell, a solicitation of an offer to buy or a"
"recommendation for any security or insurance product by Fidelity or any third party. Data and information shown is based on information known to Fidelity as of the date it was"
"exported and is subject to change. It should not be used in place of your account statements or trade confirmations and is not intended for tax reporting"
"purposes. For more information on the data included in this spreadsheet, including any limitations thereof, go to Fidelity.com."

"Brokerage services are provided by Fidelity Brokerage Services LLC, 900 Salem Street, Smithfield, RI 02917. Custody and other services provided by National"
"Financial Services LLC. Both are Fidelity Investment companies and members SIPC, NYSE. Insurance products at Fidelity are distributed by"
"Fidelity Insurance Agency, Inc., and, for certain products, by Fidelity Brokerage Services, Member NYSE, SIPC."

"Date downloaded" 04/11/2022, 4:21 PM
