


Brokerage

Run Date,Action,Symbol,Security Description,Security Type,Quantity,Price ($),Commission ($),Fees ($),Accrued Interest ($),Amount ($),Settlement Date
 04/11/2022, YOU SOLD NVIDIA CORPORATION COM (NVDA) (Margin), NVDA, NVIDIA CORPORATION COM,Margin,-50,219.43,,0.06,,10971.46,04/13/2022
 04/11/2022, YOU SOLD NVIDIA CORPORATION COM (NVDA) (Margin), NVDA, NVIDIA CORPORATION COM,Margin,-50,219.44,,0.06,,10971.94,04/13/2022
 04/11/2022, YOU BOUGHT CLOSING TRANSACTION CALL (NVDA) NVIDIA CORPORATION APR 14 22 $270 (100 SHS) (Margin), -NVDA220414C270, CALL (NVDA) NVIDIA CORPORATION APR 14 22 $270 (100 SHS),Margin,1,0.08,,0.03,,-8.03,04/12/2022
 04/06/2022, YOU BOUGHT CLOSING TRANSACTION CALL (C) CITIGROUP INC APR 14 22 $62.5 (100 SHS) (Margin), -C220414C62.5, CALL (C) CITIGROUP INC APR 14 22 $62.5 (100 SHS),Margin,5,0.02,,0.15,,-10.15,04/07/2022
 03/31/2022, DIVIDEND RECEIVED INDIA FUND INC (IFN) (Margin), IFN, INDIA FUND INC,Margin,,,,,,870,
 03/31/2022, REINVESTMENT CASH (315994103) (Cash), 315994103, CASH,Cash,0.11,1,,,,-0.11,
 03/31/2022, INTEREST EARNED CASH (315994103) (Cash), 315994103, CASH,Cash,,,,,,0.11,
 03/25/2022, FEE CHARGED BP PLC SPONSORED ADR (BP) (Margin), BP, BP PLC SPONSORED ADR,Margin,,,,,,-7.5,
 03/25/2022, DIVIDEND RECEIVED BP PLC SPONSORED ADR (BP) (Margin), BP, BP PLC SPONSORED ADR,Margin,,,,,,491.4,
 03/24/2022, DIVIDEND RECEIVED NVIDIA CORPORATION COM (NVDA) (Margin), NVDA, NVIDIA CORPORATION COM,Margin,,,,,,4,
 03/22/2022, YOU SOLD OPENING TRANSACTION CALL (IBM) INTERNATIONAL BUS APR 14 22 $135 (100 SHS) (Margin), -IBM220414C135, CALL (IBM) INTERNATIONAL BUS APR 14 22 $135 (100 SHS),Margin,-4,0.4,2.6,0.13,,157.27,03/23/2022
 03/21/2022, EXPIRED CALL (SOFI) SOFI TECHNOLOGIES MAR 18 22 $14 as of 03/18/2022 CALL (SOFI) SOFI TECHNOLOGIES MAR 18 22 $14 (100 SHS) (Margin), -SOFI220318C14, CALL (SOFI) SOFI TECHNOLOGIES MAR 18 22 $14 (100 SHS),Margin,30,,,,,,
 03/21/2022, ASSIGNED as of 03/18/2022 CALL (PRLB) PROTO LABS INC COM MAR 18 22 $50 (100 SHS) (Margin), -PRLB220318C50, CALL (PRLB) PROTO LABS INC COM MAR 18 22 $50 (100 SHS),Margin,2,,,,,,
 03/21/2022, EXPIRED CALL (DDD) 3 D SYSTEMS INC COM MAR 18 22 $25 as of 03/18/2022 CALL (DDD) 3 D SYSTEMS INC COM MAR 18 22 $25 (100 SHS) (Margin), -DDD220318C25, CALL (DDD) 3 D SYSTEMS INC COM MAR 18 22 $25 (100 SHS),Margin,15,,,,,,
 03/21/2022, EXPIRED CALL (IBM) INTERNATIONAL BUS MAR 18 22 $130 as of 03/18/2022 CALL (IBM) INTERNATIONAL BUS MAR 18 22 $130 (100 SHS) (Margin), -IBM220318C130, CALL (IBM) INTERNATIONAL BUS MAR 18 22 $130 (100 SHS),Margin,4,,,,,,
 03/21/2022, YOU SOLD ASSIGNED CALLS AS OF 03-18-22 PROTO LABS INC COM USD0.001 (PRLB) (Margin), PRLB, PROTO LABS INC COM USD0.001,Margin,-200,50,,0.06,,9999.94,03/22/2022
 03/21/2022, MARGIN INTEREST as of 03/20/2022 (Margin), , No Description,Margin,,,,,,-12.01,
 03/21/2022, MARGIN INTEREST as of 03/17/2022 (Margin), , No Description,Margin,,,,,,-44.36,
 03/21/2022, Electronic Funds Transfer Received (Cash),  , No Description,Cash,,,,,,15000,
 03/17/2022, YOU SOLD OPENING TRANSACTION CALL (NOVA) SUNNOVA ENERGY INTL APR 14 22 $30 (100 SHS) (Margin), -NOVA220414C30, CALL (NOVA) SUNNOVA ENERGY INTL APR 14 22 $30 (100 SHS),Margin,-7,0.75,4.55,0.21,,520.24,03/18/2022
 03/17/2022, YOU SOLD OPENING TRANSACTION CALL (AI) C3 AI INC CL A APR 14 22 $22.5 (100 SHS) (Margin), -AI220414C22.5, CALL (AI) C3 AI INC CL A APR 14 22 $22.5 (100 SHS),Margin,-3,0.9,1.95,0.10,,267.95,03/18/2022
 03/16/2022, YOU SOLD OPENING TRANSACTION CALL (QS) QUANTUMSCAPE CORP APR 14 22 $17.5 (100 SHS) (Margin), -QS220414C17.5, CALL (QS) QUANTUMSCAPE CORP APR 14 22 $17.5 (100 SHS),Margin,-3,0.74,1.95,0.10,,219.95,03/17/2022
 03/16/2022, YOU BOUGHT CLOSING TRANSACTION PUT (RBLX) ROBLOX CORP CL A MAR 18 22 $45 (100 SHS) (Cash), -RBLX220318P45, PUT (RBLX) ROBLOX CORP CL A MAR 18 22 $45 (100 SHS),Cash,4,3.85,2.6,0.12,,-1542.72,03/17/2022
 03/16/2022, YOU SOLD OPENING TRANSACTION CALL (NVDA) NVIDIA CORPORATION APR 14 22 $270 (100 SHS) (Margin), -NVDA220414C270, CALL (NVDA) NVIDIA CORPORATION APR 14 22 $270 (100 SHS),Margin,-1,5.15,0.65,0.04,,514.31,03/17/2022
 03/16/2022, YOU BOUGHT CORNERSTONE STRATEGIC VALUE FD COM (CLM) (Margin), CLM, CORNERSTONE STRATEGIC VALUE FD COM,Margin,2000,13.77,,,,-27540,03/18/2022
 03/15/2022, YOU SOLD OPENING TRANSACTION CALL (PRLB) PROTO LABS INC COM MAR 18 22 $50 (100 SHS) (Margin), -PRLB220318C50, CALL (PRLB) PROTO LABS INC COM MAR 18 22 $50 (100 SHS),Margin,-2,0.82,1.3,0.07,,162.63,03/16/2022
 03/15/2022, YOU BOUGHT CLOSING TRANSACTION CALL (PRLB) PROTO LABS INC COM MAR 18 22 $60 (100 SHS) (Margin), -PRLB220318C60, CALL (PRLB) PROTO LABS INC COM MAR 18 22 $60 (100 SHS),Margin,2,0.12,,0.06,,-24.06,03/16/2022
 03/15/2022, YOU SOLD OPENING TRANSACTION CALL (C) CITIGROUP INC APR 14 22 $62.5 (100 SHS) (Margin), -C220414C62.5, CALL (C) CITIGROUP INC APR 14 22 $62.5 (100 SHS),Margin,-10,0.35,6.5,0.30,,343.2,03/16/2022
 03/15/2022, YOU SOLD OPENING TRANSACTION CALL (BP) BP PLC SPONSORED ADR APR 14 22 $32 (100 SHS) (Margin), -BP220414C32, CALL (BP) BP PLC SPONSORED ADR APR 14 22 $32 (100 SHS),Margin,-15,0.25,9.75,0.45,,364.8,03/16/2022
 03/14/2022, YOU BOUGHT CLOSING TRANSACTION CALL (QS) QUANTUMSCAPE CORP MAR 18 22 $17 (100 SHS) (Margin), -QS220318C17, CALL (QS) QUANTUMSCAPE CORP MAR 18 22 $17 (100 SHS),Margin,3,0.05,,0.09,,-15.09,03/15/2022
 03/14/2022, YOU BOUGHT CLOSING TRANSACTION CALL (NVDA) NVIDIA CORPORATION MAR 18 22 $262.5 (100 SHS) (Margin), -NVDA220318C262.5, CALL (NVDA) NVIDIA CORPORATION MAR 18 22 $262.5 (100 SHS),Margin,1,0.06,,0.03,,-6.03,03/15/2022
 03/14/2022, YOU BOUGHT CLOSING TRANSACTION CALL (AI) C3 AI INC CL A MAR 18 22 $25 (100 SHS) (Margin), -AI220318C25, CALL (AI) C3 AI INC CL A MAR 18 22 $25 (100 SHS),Margin,3,0.04,,0.09,,-12.09,03/15/2022
 03/14/2022, YOU BOUGHT CLOSING TRANSACTION CALL (BP) BP PLC SPONSORED ADRMAR 18 22 $36 (100 SHS) (Margin), -BP220318C36, CALL (BP) BP PLC SPONSORED ADRMAR 18 22 $36 (100 SHS),Margin,13,0.01,,0.38,,-13.38,03/15/2022





"The data and information in this spreadsheet is provided to you solely for your use and is not for distribution. The spreadsheet is provided for"
"informational purposes only, and is not intended to provide advice, nor should it be construed as an offer to sell, a solicitation of an offer to buy or a"
"recommendation for any security or insurance product by Fidelity or any third party. Data and information shown is based on information known to Fidelity as of the date it was"
"exported and is subject to change. It should not be used in place of your account statements or trade confirmations and is not intended for tax reporting"
"purposes. For more information on the data included in this spreadsheet, including any limitations thereof, go to Fidelity.com."

"Brokerage services are provided by Fidelity Brokerage Services LLC, 900 Salem Street, Smithfield, RI 02917. Custody and other services provided by National"
"Financial Services LLC. Both are Fidelity Investment companies and members SIPC, NYSE. Insurance products at Fidelity are distributed by"
"Fidelity Insurance Agency, Inc., and, for certain products, by Fidelity Brokerage Services, Member NYSE, SIPC."

"Date downloaded" 04/11/2022, 4:21 PM
