
Plan name:,FIDELITY RET SAVINGS
Date Range,10/01/2018 - 12/31/2018,,,,


Date,Investment,Transaction Type,Amount,Shares/Unit
12/31/2018,FIMM MMKT INST,Dividends and Interest,"416.24","416.240"
12/28/2018,FID SEL HTH CARE SVC,Dividends and Interest,"1,829.23","21.057"
12/28/2018,FID FREEDOM 2030 K6,Dividends and Interest,"1,148.62","73.818"
12/19/2018,FID JAPAN SMALL CO,CONTRIBUTION,"313.08","20.450"
12/19/2018,FID CHINA REGION,CONTRIBUTION,"469.62","16.128"
12/14/2018,FID SEL TECHNOLOGY,Dividends and Interest,"4,083.18","293.543"
12/14/2018,FID SEL HTH CARE SVC,Dividends and Interest,"3,872.09","40.575"
12/14/2018,FID SEL HEALTHCARE,Dividends and Interest,"1,608.35","70.111"
12/14/2018,FID SEL FINANCIAL,Dividends and Interest,"4,332.28","501.421"
12/14/2018,FID SEL ENERGY,Dividends and Interest,"480.51","13.513"
12/14/2018,FID SEL CONSTR/HOUSE,Dividends and Interest,"2,781.74","57.202"
12/14/2018,FID SEL BIOTECH,Dividends and Interest,"4,918.65","260.798"
12/12/2018,FID JAPAN SMALL CO,CONTRIBUTION,"2,250.64","141.996"
12/12/2018,FID CHINA REGION,CONTRIBUTION,"3,375.96","110.614"
12/07/2018,FID JAPAN SMALL CO,Dividends and Interest,"1,407.32","88.123"
12/07/2018,FID JAPAN,Dividends and Interest,"39.08","2.859"
12/07/2018,FID CHINA REGION,Dividends and Interest,"281.92","9.416"
12/04/2018,FID JAPAN SMALL CO,CONTRIBUTION,"313.08","18.438"
12/04/2018,FID CHINA REGION,CONTRIBUTION,"469.62","14.970"
11/30/2018,FIMM MMKT INST,Dividends and Interest,"386.43","386.430"
11/21/2018,FID JAPAN SMALL CO,CONTRIBUTION,"313.08","18.548"
11/21/2018,FID CHINA REGION,CONTRIBUTION,"469.62","15.602"
11/07/2018,FID JAPAN SMALL CO,CONTRIBUTION,"313.08","18.076"
11/07/2018,FID CHINA REGION,CONTRIBUTION,"469.62","15.124"
10/31/2018,FIMM MMKT INST,Dividends and Interest,"383.62","383.620"
10/24/2018,FID JAPAN SMALL CO,CONTRIBUTION,"313.08","18.470"
10/24/2018,FID CHINA REGION,CONTRIBUTION,"469.62","16.272"
10/11/2018,FIMM MMKT INST,Dividends and Interest,"0.02","0.020"
10/11/2018,FIMM MMKT INST,Balance Transfer,"0.00","0.000"
10/11/2018,FID SEL HTH CARE SVC,Balance Transfer,"0.00","0.000"
10/11/2018,FID SEL HEALTHCARE,Balance Transfer,"0.00","0.000"
10/11/2018,FID SEL GOLD,Balance Transfer,"0.00","0.000"
10/11/2018,FID SEL ENERGY,Balance Transfer,"0.00","0.000"
10/11/2018,FID SEL CONSTR/HOUSE,Balance Transfer,"0.00","0.000"
10/11/2018,FID SEL BIOTECH,Balance Transfer,"0.00","0.000"
10/11/2018,FID JAPAN SMALL CO,Balance Transfer,"0.00","0.000"
10/10/2018,FID JAPAN SMALL CO,CONTRIBUTION,"313.08","17.658"
10/10/2018,FID CHINA REGION,CONTRIBUTION,"469.62","15.622"
