


Run Date,Action,Symbol,Security Description,Security Type,Quantity,Price ($),Commission ($),Fees ($),Accrued Interest ($),Amount ($),Settlement Date
 03/31/2014, REINVESTMENT, 315994103, CASH,Cash,0.74,1,,,,-0.74,
 03/31/2014, INTEREST EARNED, 315994103, CASH,Cash,,,,,,0.74,
 03/27/2014, PURCHASE INTO CORE ACCOUNT, 315994103, CASH,Cash,30,1,,,,-30,
 03/27/2014, DIVIDEND RECEIVED, NEM, NEWMONT MNG CORP HLDG CO,Margin,,,,,,30,
 03/24/2014, EXPIRED              CALL (OVTI)         OMNIVISION as of 03/21/2014, -OVTI140322C20, CALL (OVTI) OMNIVISION MAR 22 14 $20 (100 SHS),Margin,2,,,,,,
 03/17/2014, PURCHASE INTO CORE ACCOUNT, 315994103, CASH,Cash,275.94,1,,,,-275.94,
 03/14/2014, YOU SOLD             OPENING TRANSACTION, -NEM140517C28, CALL (NEM) NEWMONT MNG CORP MAY 17 14 $28 (100 SHS),Margin,-2,0.65, 7.95,0.08,,121.97, 03/17/2014
 03/14/2014, YOU SOLD             OPENING TRANSACTION, -BRCM140517C31, CALL (BRCM) BROADCOM CORP MAY 17 14 $31 (100 SHS),Margin,-2,0.81, 7.95,0.08,,153.97, 03/17/2014
 03/10/2014, REDEMPTION FROM CORE ACCOUNT, 315994103, CASH,Cash,-13000,1,,,,13000, 
 03/10/2014, TRANSFERRED TO       VS 301-668648-1     PRIOR CONTRIBUTION,  , No Description,Cash,,,,,,-6500, 
 03/10/2014, TRANSFERRED TO       VS 301-668710-1     PRIOR CONTRIBUTION,  , No Description,Cash,,,,,,-6500, 
 03/03/2014, PURCHASE INTO CORE ACCOUNT, 315994103, CASH,Cash,24,1,,,,-24, 
 03/03/2014, DIVIDEND RECEIVED, BRCM, BROADCOM CORP CL A,Margin,,,,,,24, 
 02/28/2014, PURCHASE INTO CORE ACCOUNT, 315994103, CASH,Cash,0.02,1,,,,-0.02, 
 02/28/2014, REINVESTMENT, 315994103, CASH,Cash,0.6,1,,,,-0.6, 
 02/28/2014, DIVIDEND RECEIVED, C, CITIGROUP INC COM NEW,Margin,,,,,,0.02, 
 02/28/2014, INTEREST EARNED, 315994103, CASH,Cash,,,,,,0.6, 
 02/25/2014, PURCHASE INTO CORE ACCOUNT, 315994103, CASH,Cash,20000,1,,,,-20000, 
 02/25/2014, Electronic Funds Transfer Received,  , No Description,Cash,,,,,,20000, 
 02/24/2014, EXPIRED              CALL (BRCM)         BROADCOM CORP as of 02/21/2014, -BRCM140222C31, CALL (BRCM) BROADCOM CORP FEB 22 14 $31 (100 SHS),Margin,2,,,,,, 
 01/31/2014, REINVESTMENT, 315994103, CASH,Cash,0.65,1,,,,-0.65, 
 01/31/2014, INTEREST EARNED, 315994103, CASH,Cash,,,,,,0.65, 
 01/28/2014, REDEMPTION FROM CORE ACCOUNT, 315994103, CASH,Cash,-2907.99,1,,,,2907.99, 
 01/27/2014, PURCHASE INTO CORE ACCOUNT, 315994103, CASH,Cash,2791.96,1,,,,-2791.96, 
 01/27/2014, YOU BOUGHT           OPENING TRANSACTION, -AAPL140719C575, CALL (AAPL) APPLE INC JUL 19 14 $575 (100 SHS),Margin,1,29, 7.95,0.04,,-2907.99, 01/28/2014
 01/24/2014, YOU SOLD             CLOSING TRANSACTION, -AAPL140419C550, CALL (AAPL) APPLE INC APR 19 14 $550 (100 SHS),Margin,-1,28, 7.95,0.09,,2791.96, 01/27/2014





"The data and information in this spreadsheet is provided to you solely for your use and is not for distribution. The spreadsheet is provided for"
"informational purposes only, and is not intended to provide advice, nor should it be construed as an offer to sell, a solicitation of an offer to buy or a"
"recommendation for any security by Fidelity or any third party. Data and information shown is based on information known to Fidelity as of the date it was"
"exported and is subject to change. It should not be used in place of your account statements or trade confirmations and is not intended for tax reporting"
"purposes. For more information on the data included in this spreadsheet, including any limitations thereof, go to Fidelity.com."

"Brokerage services are provided by Fidelity Brokerage Services LLC, 900 Salem Street, Smithfield, RI 02917. Custody and other services provided by National"
"Financial Services LLC. Both are Fidelity Investment companies and members SIPC, NYSE."

"Date downloaded" 12/07/2014, 5:10 PM
