


Brokerage

Run Date,Action,Symbol,Security Description,Security Type,Quantity,Price ($),Commission ($),Fees ($),Accrued Interest ($),Amount ($),Settlement Date
 09/30/2021, DIVIDEND RECEIVED INDIA FUND INC (IFN) (Margin), IFN, INDIA FUND INC,Margin,,,,,,183,
 09/30/2021, REINVESTMENT CASH (315994103) (Cash), 315994103, CASH,Cash,0.72,1,,,,-0.72,
 09/30/2021, INTEREST EARNED CASH (315994103) (Cash), 315994103, CASH,Cash,,,,,,0.72,
 09/24/2021, FEE CHARGED BP PLC SPONSORED ADR (BP) (Margin), BP, BP PLC SPONSORED ADR,Margin,,,,,,-7.5,
 09/24/2021, DIVIDEND RECEIVED BP PLC SPONSORED ADR (BP) (Margin), BP, BP PLC SPONSORED ADR,Margin,,,,,,491.4,
 09/24/2021, YOU SOLD OPENING TRANSACTION PUT (DDD) 3 D SYSTEMS INC COM JAN 21 22 $26 (100 SHS) (Cash), -DDD220121P26, PUT (DDD) 3 D SYSTEMS INC COM JAN 21 22 $26 (100 SHS),Cash,-10,2.55,5.85,0.34,,2543.81,09/27/2021
 09/17/2021, YOU SOLD OPENING TRANSACTION CALL (C) CITIGROUP INC NOV 19 21 $80 (100 SHS) (Margin), -C211119C80, CALL (C) CITIGROUP INC NOV 19 21 $80 (100 SHS),Margin,-10,0.41,5.85,0.33,,403.82,09/20/2021
 09/17/2021, YOU SOLD BOEING CO COM USD5.00 (BA) (Margin), BA, BOEING CO COM USD5.00,Margin,-100,213.08,,0.11,,21307.89,09/21/2021
 09/16/2021, YOU SOLD OPENING TRANSACTION CALL (IBM) INTERNATIONAL BUS NOV 19 21 $150 (100 SHS) (Margin), -IBM211119C150, CALL (IBM) INTERNATIONAL BUS NOV 19 21 $150 (100 SHS),Margin,-4,0.85,2.34,0.14,,337.52,09/17/2021
 09/16/2021, YOU BOUGHT CLOSING TRANSACTION CALL (RUN) SUNRUN INC COM NOV 19 21 $85 (100 SHS) (Margin), -RUN211119C85, CALL (RUN) SUNRUN INC COM NOV 19 21 $85 (100 SHS),Margin,4,0.2,,0.13,,-80.13,09/17/2021
 09/16/2021, YOU BOUGHT CLOSING TRANSACTION CALL (IBM) INTERNATIONAL BUS SEP 17 21 $165 (100 SHS) (Margin), -IBM210917C165, CALL (IBM) INTERNATIONAL BUS SEP 17 21 $165 (100 SHS),Margin,2,0.01,,0.06,,-2.06,09/17/2021
 09/16/2021, YOU BOUGHT CLOSING TRANSACTION CALL (IBM) INTERNATIONAL BUS SEP 17 21 $165 (100 SHS) (Margin), -IBM210917C165, CALL (IBM) INTERNATIONAL BUS SEP 17 21 $165 (100 SHS),Margin,2,0.01,,0.06,,-2.06,09/17/2021
 09/16/2021, YOU SOLD OPENING TRANSACTION CALL (RUN) SUNRUN INC COM JAN 21 22 $80 (100 SHS) (Margin), -RUN220121C80, CALL (RUN) SUNRUN INC COM JAN 21 22 $80 (100 SHS),Margin,-4,0.6,2.34,0.14,,237.52,09/17/2021
 09/15/2021, YOU BOUGHT CLOSING TRANSACTION CALL (C) CITIGROUP INC SEP 17 21 $82.5 (100 SHS) (Margin), -C210917C82.5, CALL (C) CITIGROUP INC SEP 17 21 $82.5 (100 SHS),Margin,5,0.01,,0.16,,-5.16,09/16/2021
