


Brokerage

Run Date,Action,Symbol,Security Description,Security Type,Quantity,Price ($),Commission ($),Fees ($),Accrued Interest ($),Amount ($),Settlement Date
 04/29/2022, DIVIDEND RECEIVED FIDELITY GOVERNMENT CASH RESERVES (FDRXX) (Cash), FDRXX, FIDELITY GOVERNMENT CASH RESERVES,Cash,,,,,,0.07,
 04/29/2022, YOU SOLD OPENING TRANSACTION CALL (AAPL) APPLE INC MAY 20 22 $175 (100 SHS) (Cash), -AAPL220520C175, CALL (AAPL) APPLE INC MAY 20 22 $175 (100 SHS),Cash,-10,0.78,6.5,0.30,,773.2,05/02/2022
 04/28/2022, YOU SOLD OPENING TRANSACTION CALL (AAPL) APPLE INC MAY 20 22 $180 (100 SHS) (Cash), -AAPL220520C180, CALL (AAPL) APPLE INC MAY 20 22 $180 (100 SHS),Cash,-10,0.75,6.5,0.30,,743.2,04/29/2022
 03/31/2022, REINVESTMENT FIDELITY GOVERNMENT CASH RESERVES (FDRXX) (Cash), FDRXX, FIDELITY GOVERNMENT CASH RESERVES,Cash,0.15,1,,,,-0.15,
 03/31/2022, DIVIDEND RECEIVED FIDELITY GOVERNMENT CASH RESERVES (FDRXX) (Cash), FDRXX, FIDELITY GOVERNMENT CASH RESERVES,Cash,,,,,,0.15,





"The data and information in this spreadsheet is provided to you solely for your use and is not for distribution. The spreadsheet is provided for"
"informational purposes only, and is not intended to provide advice, nor should it be construed as an offer to sell, a solicitation of an offer to buy or a"
"recommendation for any security or insurance product by Fidelity or any third party. Data and information shown is based on information known to Fidelity as of the date it was"
"exported and is subject to change. It should not be used in place of your account statements or trade confirmations and is not intended for tax reporting"
"purposes. For more information on the data included in this spreadsheet, including any limitations thereof, go to Fidelity.com."

"Brokerage services are provided by Fidelity Brokerage Services LLC, 900 Salem Street, Smithfield, RI 02917. Custody and other services provided by National"
"Financial Services LLC. Both are Fidelity Investment companies and members SIPC, NYSE. Insurance products at Fidelity are distributed by"
"Fidelity Insurance Agency, Inc., and, for certain products, by Fidelity Brokerage Services, Member NYSE, SIPC."

"Date downloaded" 06/23/2022, 6:02 PM
