


Brokerage

Run Date,Action,Symbol,Security Description,Security Type,Quantity,Price ($),Commission ($),Fees ($),Accrued Interest ($),Amount ($),Settlement Date
 06/30/2022, REINVESTMENT CASH (315994103) (Cash), 315994103, CASH,Cash,4.4,1,,,,-4.4,
 06/30/2022, DIVIDEND RECEIVED CORNERSTONE STRATEGIC VALUE FD COM (CLM) (Margin), CLM, CORNERSTONE STRATEGIC VALUE FD COM,Margin,,,,,,542.4,
 06/30/2022, INTEREST EARNED CASH (315994103) (Cash), 315994103, CASH,Cash,,,,,,4.4,
 06/27/2022, ADJUST EXERCISE ERT PAYOUT 219RGT057#REORFV0400280400311 CORNERSTONE STRATEGIC VALUE FD COM (CLM) (Margin), CLM, CORNERSTONE STRATEGIC VALUE FD COM,Margin,667,8.27,,,,-5516.09,
 06/27/2022, ADJUST EXERCISE CORNERSTONE STRATEGIC VALUE FD COM (CLM) (Margin), CLM, CORNERSTONE STRATEGIC VALUE FD COM,Margin,146,8.27,,,,-1207.42,
 06/27/2022, EXERCISED RESCIND 219RGT057#REORFV0400280400311 CORNERSTONE STRATEGIC VALUE FD COM (CLM) (Margin), CLM, CORNERSTONE STRATEGIC VALUE FD COM,Margin,,,,,,6730.03,
 06/27/2022, EXERCISED ERT PAYOUT 219RGT057#REOR V0400280400310 219RXRC67 (Margin), , RIGHTS CEF CORNERSTON RTS EXP 05/20/202,Margin,-2001,,,,,,
 06/24/2022, FEE CHARGED BP PLC SPONSORED ADR (BP) (Margin), BP, BP PLC SPONSORED ADR,Margin,,,,,,-7.5,
 06/24/2022, DIVIDEND RECEIVED BP PLC SPONSORED ADR (BP) (Margin), BP, BP PLC SPONSORED ADR,Margin,,,,,,491.4,
 06/24/2022, YOU SOLD OPENING TRANSACTION CALL (SOFI) SOFI TECHNOLOGIES AUG 05 22 $7.5 (100 SHS) (Margin), -SOFI220805C7.5, CALL (SOFI) SOFI TECHNOLOGIES AUG 05 22 $7.5 (100 SHS),Margin,-30,0.21,19.5,0.89,,609.61,06/27/2022
 06/23/2022, YOU SOLD OPENING TRANSACTION CALL (IBM) INTERNATIONAL BUS JUL 15 22 $146 (100 SHS) (Margin), -IBM220715C146, CALL (IBM) INTERNATIONAL BUS JUL 15 22 $146 (100 SHS),Margin,-4,0.6,2.6,0.13,,237.27,06/24/2022
 06/22/2022, YOU SOLD OPENING TRANSACTION CALL (C) CITIGROUP INC JUL 15 22 $52 (100 SHS) (Margin), -C220715C52, CALL (C) CITIGROUP INC JUL 15 22 $52 (100 SHS),Margin,-10,0.41,6.5,0.30,,403.2,06/23/2022
 06/21/2022, YOU BOUGHT CLOSING TRANSACTION CALL (IBM) INTERNATIONAL BUS JUL 15 22 $155 (100 SHS) (Margin), -IBM220715C155, CALL (IBM) INTERNATIONAL BUS JUL 15 22 $155 (100 SHS),Margin,4,0.09,,0.12,,-36.12,06/22/2022
 06/17/2022, YOU SOLD OPENING TRANSACTION CALL (NOVA) SUNNOVA ENERGY INTL AUG 19 22 $25 (100 SHS) (Margin), -NOVA220819C25, CALL (NOVA) SUNNOVA ENERGY INTL AUG 19 22 $25 (100 SHS),Margin,-2,1.1,1.3,0.07,,218.63,06/21/2022
 06/17/2022, YOU SOLD OPENING TRANSACTION CALL (NOVA) SUNNOVA ENERGY INTL AUG 19 22 $25 (100 SHS) (Margin), -NOVA220819C25, CALL (NOVA) SUNNOVA ENERGY INTL AUG 19 22 $25 (100 SHS),Margin,-5,1.15,3.25,0.17,,571.58,06/21/2022
 06/17/2022, YOU BOUGHT CLOSING TRANSACTION CALL (NOVA) SUNNOVA ENERGY INTL JUL 15 22 $22.5 (100 SHS) (Margin), -NOVA220715C22.5, CALL (NOVA) SUNNOVA ENERGY INTL JUL 15 22 $22.5 (100 SHS),Margin,5,0.95,3.25,0.15,,-478.4,06/21/2022
