


Run Date,Action,Symbol,Security Description,Security Type,Quantity,Price ($),Commission ($),Fees ($),Accrued Interest ($),Amount ($),Settlement Date
 09/30/2019, DIVIDEND RECEIVED INDIA FUND INC (IFN) (Margin), IFN, INDIA FUND INC,Margin,,,,,,174,
 09/30/2019, REINVESTMENT CASH (315994103) (Cash), 315994103, CASH,Cash,102.02,1,,,,-102.02,
 09/30/2019, INTEREST EARNED CASH (315994103) (Cash), 315994103, CASH,Cash,,,,,,102.02,
 09/23/2019, EXPIRED CALL (C) CITIGROUP INC SEP 20 19 $72.5 as of 09/20/2019 CALL (C) CITIGROUP INC SEP 20 19 $72.5 (100 SHS) (Margin), -C190920C72.5, CALL (C) CITIGROUP INC SEP 20 19 $72.5 (100 SHS),Margin,1,,,,,,
 08/30/2019, REINVESTMENT CASH (315994103) (Cash), 315994103, CASH,Cash,107.95,1,,,,-107.95,
 08/30/2019, INTEREST EARNED CASH (315994103) (Cash), 315994103, CASH,Cash,,,,,,107.95,
 08/23/2019, DIVIDEND RECEIVED CITIGROUP INC (C) (Margin), C, CITIGROUP INC,Margin,,,,,,51,
 08/16/2019, YOU BOUGHT DIREXION SHS ETF TR DLY GOLD INDX 2X 1 (25460E844) (Margin), 25460E844, DIREXION SHS ETF TR DLY GOLD INDX 2X 1 ,Margin,100,35.35,4.95,,,-3540.34,08/20/2019
 07/31/2019, REINVESTMENT CASH (315994103) (Cash), 315994103, CASH,Cash,85.9,1,,,,-85.9,
 07/31/2019, INTEREST EARNED CASH (315994103) (Cash), 315994103, CASH,Cash,,,,,,85.9,
 07/19/2019, YOU SOLD OPENING TRANSACTION CALL (C) CITIGROUP INC SEP 20 19 $72.5 (100 SHS) (Margin), -C190920C72.5, CALL (C) CITIGROUP INC SEP 20 19 $72.5 (100 SHS),Margin,-1,1.63,5.04,0.05,,157.91,07/22/2019
 07/16/2019, YOU BOUGHT PROSHARES TR II ULTRA VIX SHORT 1 FOR 1 (74347W148) (Margin), 74347W148, PROSHARES TR II ULTRA VIX SHORT 1 FOR 1,Margin,200,25,4.95,,,-5004.95,07/18/2019
 07/02/2019, DIVIDEND RECEIVED PROSHARES TR ULTRASHRT S&P500 1 FOR 5 R (74347B383) (Margin), 74347B383, PROSHARES TR ULTRASHRT S&P500 1 FOR 5 R,Margin,,,,,,14.36,
 07/02/2019, DIVIDEND RECEIVED PROSHARES TR ULTSHRT QQQ 1 FOR 4 R/S IN (74347B243) (Margin), 74347B243, PROSHARES TR ULTSHRT QQQ 1 FOR 4 R/S IN,Margin,,,,,,12.83,





"The data and information in this spreadsheet is provided to you solely for your use and is not for distribution. The spreadsheet is provided for"
"informational purposes only, and is not intended to provide advice, nor should it be construed as an offer to sell, a solicitation of an offer to buy or a"
"recommendation for any security or insurance product by Fidelity or any third party. Data and information shown is based on information known to Fidelity as of the date it was"
"exported and is subject to change. It should not be used in place of your account statements or trade confirmations and is not intended for tax reporting"
"purposes. For more information on the data included in this spreadsheet, including any limitations thereof, go to Fidelity.com."

"Brokerage services are provided by Fidelity Brokerage Services LLC, 900 Salem Street, Smithfield, RI 02917. Custody and other services provided by National"
"Financial Services LLC. Both are Fidelity Investment companies and members SIPC, NYSE. Insurance products at Fidelity are distributed by"
"Fidelity Insurance Agency, Inc., and, for certain products, by Fidelity Brokerage Services, Member NYSE, SIPC."

"Date downloaded" 08/25/2022, 11:40 AM
