


Brokerage

Run Date,Action,Symbol,Security Description,Security Type,Quantity,Price ($),Commission ($),Fees ($),Accrued Interest ($),Amount ($),Settlement Date
 09/12/2022, YOU SOLD OPENING TRANSACTION CALL (IBM) INTERNATIONAL BUS OCT 14 22 $139 (100 SHS) (Margin), -IBM221014C139, CALL (IBM) INTERNATIONAL BUS OCT 14 22 $139 (100 SHS),Margin,-4,0.49,2.6,0.13,,193.27,09/13/2022
 09/12/2022, DIVIDEND RECEIVED as of 09/10/2022 INTERNATIONAL BUS MACH CORP COM USD0.20 (IBM) (Margin), IBM, INTERNATIONAL BUS MACH CORP COM USD0.20,Margin,,,,,,660,
 09/08/2022, YOU SOLD OPENING TRANSACTION CALL (RUN) SUNRUN INC COM OCT 21 22 $47.5 (100 SHS) (Margin), -RUN221021C47.5, CALL (RUN) SUNRUN INC COM OCT 21 22 $47.5 (100 SHS),Margin,-8,1.27,5.2,0.26,,1010.54,09/09/2022
 09/08/2022, YOU BOUGHT CLOSING TRANSACTION CALL (IBM) INTERNATIONAL BUS SEP 23 22 $138 (100 SHS) (Margin), -IBM220923C138, CALL (IBM) INTERNATIONAL BUS SEP 23 22 $138 (100 SHS),Margin,4,0.07,,0.12,,-28.12,09/09/2022
 09/08/2022, YOU BOUGHT CLOSING TRANSACTION CALL (RUN) SUNRUN INC COM SEP 16 22 $40 (100 SHS) (Margin), -RUN220916C40, CALL (RUN) SUNRUN INC COM SEP 16 22 $40 (100 SHS),Margin,8,1.08,5.2,0.23,,-869.43,09/09/2022
 09/08/2022, YOU BOUGHT CLOSING TRANSACTION CALL (NOVA) SUNNOVA ENERGY INTL SEP 16 22 $30 (100 SHS) (Margin), -NOVA220916C30, CALL (NOVA) SUNNOVA ENERGY INTL SEP 16 22 $30 (100 SHS),Margin,7,0.51,,0.20,,-357.2,09/09/2022
 09/08/2022, YOU SOLD OPENING TRANSACTION CALL (NOVA) SUNNOVA ENERGY INTL OCT 21 22 $35 (100 SHS) (Margin), -NOVA221021C35, CALL (NOVA) SUNNOVA ENERGY INTL OCT 21 22 $35 (100 SHS),Margin,-7,0.76,4.55,0.22,,527.23,09/09/2022
 08/31/2022, REINVESTMENT CASH (315994103) (Cash), 315994103, CASH,Cash,52.46,1,,,,-52.46,
 08/31/2022, DIVIDEND RECEIVED CORNERSTONE STRATEGIC VALUE FD COM (CLM) (Margin), CLM, CORNERSTONE STRATEGIC VALUE FD COM,Margin,,,,,,904,
 08/31/2022, INTEREST EARNED CASH (315994103) (Cash), 315994103, CASH,Cash,,,,,,52.46,
 08/26/2022, YOU SOLD OPENING TRANSACTION CALL (SOFI) SOFI TECHNOLOGIES SEP 16 22 $7.5 (100 SHS) (Margin), -SOFI220916C7.5, CALL (SOFI) SOFI TECHNOLOGIES SEP 16 22 $7.5 (100 SHS),Margin,-30,0.09,13.5,0.88,,255.62,08/29/2022
 08/26/2022, YOU SOLD OPENING TRANSACTION CALL (IBM) INTERNATIONAL BUS SEP 23 22 $138 (100 SHS) (Margin), -IBM220923C138, CALL (IBM) INTERNATIONAL BUS SEP 23 22 $138 (100 SHS),Margin,-4,0.59,2.6,0.13,,233.27,08/29/2022
 08/26/2022, YOU BOUGHT CLOSING TRANSACTION CALL (IBM) INTERNATIONAL BUS SEP 02 22 $140 (100 SHS) (Margin), -IBM220902C140, CALL (IBM) INTERNATIONAL BUS SEP 02 22 $140 (100 SHS),Margin,4,0.02,,0.12,,-8.12,08/29/2022
 08/22/2022, EXPIRED PUT (IBM) INTERNATIONAL BUS AUG 19 22 $129 as of 08/19/2022 PUT (IBM) INTERNATIONAL BUS AUG 19 22 $129 (100 SHS) (Cash), -IBM220819P129, PUT (IBM) INTERNATIONAL BUS AUG 19 22 $129 (100 SHS),Cash,4,,,,,,
 08/22/2022, YOU SOLD OPENING TRANSACTION PUT (IBM) INTERNATIONAL BUS SEP 16 22 $130 (100 SHS) (Cash), -IBM220916P130, PUT (IBM) INTERNATIONAL BUS SEP 16 22 $130 (100 SHS),Cash,-4,1.08,2.6,0.13,,429.27,08/23/2022
 08/19/2022, YOU SOLD OPENING TRANSACTION CALL (NOVA) SUNNOVA ENERGY INTL SEP 16 22 $30 (100 SHS) (Margin), -NOVA220916C30, CALL (NOVA) SUNNOVA ENERGY INTL SEP 16 22 $30 (100 SHS),Margin,-7,0.49,4.55,0.21,,338.24,08/22/2022
 08/19/2022, YOU BOUGHT CLOSING TRANSACTION CALL (NOVA) SUNNOVA ENERGY INTL AUG 19 22 $25 (100 SHS) (Margin), -NOVA220819C25, CALL (NOVA) SUNNOVA ENERGY INTL AUG 19 22 $25 (100 SHS),Margin,7,0.12,,0.20,,-84.2,08/22/2022
 08/05/2022, YOU SOLD OPENING TRANSACTION PUT (IBM) INTERNATIONAL BUS AUG 19 22 $129 (100 SHS) (Cash), -IBM220819P129, PUT (IBM) INTERNATIONAL BUS AUG 19 22 $129 (100 SHS),Cash,-4,1.26,2.6,0.14,,501.26,08/08/2022
 08/05/2022, YOU BOUGHT CLOSING TRANSACTION PUT (IBM) INTERNATIONAL BUS AUG 12 22 $124 (100 SHS) (Cash), -IBM220812P124, PUT (IBM) INTERNATIONAL BUS AUG 12 22 $124 (100 SHS),Cash,4,0.14,,0.12,,-56.12,08/08/2022
 08/05/2022, YOU BOUGHT CLOSING TRANSACTION CALL (SOFI) SOFI TECHNOLOGIES AUG 05 22 $7.5 (100 SHS) (Margin), -SOFI220805C7.5, CALL (SOFI) SOFI TECHNOLOGIES AUG 05 22 $7.5 (100 SHS),Margin,30,0.36,,0.87,,-1080.87,08/08/2022
 08/02/2022, YOU SOLD OPENING TRANSACTION CALL (RUN) SUNRUN INC COM SEP 16 22 $40 (100 SHS) (Margin), -RUN220916C40, CALL (RUN) SUNRUN INC COM SEP 16 22 $40 (100 SHS),Margin,-8,1.28,5.2,0.26,,1018.54,08/03/2022
 08/02/2022, YOU BOUGHT CLOSING TRANSACTION CALL (RUN) SUNRUN INC COM AUG 19 22 $35 (100 SHS) (Margin), -RUN220819C35, CALL (RUN) SUNRUN INC COM AUG 19 22 $35 (100 SHS),Margin,8,1.35,5.2,0.23,,-1085.43,08/03/2022
 08/01/2022, YOU SOLD OPENING TRANSACTION CALL (IBM) INTERNATIONAL BUS SEP 02 22 $140 (100 SHS) (Margin), -IBM220902C140, CALL (IBM) INTERNATIONAL BUS SEP 02 22 $140 (100 SHS),Margin,-4,0.39,2.6,0.13,,153.27,08/02/2022
 07/29/2022, REINVESTMENT CASH (315994103) (Cash), 315994103, CASH,Cash,20.5,1,,,,-20.5,
 07/29/2022, DIVIDEND RECEIVED CORNERSTONE STRATEGIC VALUE FD COM (CLM) (Margin), CLM, CORNERSTONE STRATEGIC VALUE FD COM,Margin,,,,,,689.39,
 07/29/2022, INTEREST EARNED CASH (315994103) (Cash), 315994103, CASH,Cash,,,,,,20.5,
 07/27/2022, YOU BOUGHT CLOSING TRANSACTION CALL (IBM) INTERNATIONAL BUS AUG 05 22 $150 (100 SHS) (Margin), -IBM220805C150, CALL (IBM) INTERNATIONAL BUS AUG 05 22 $150 (100 SHS),Margin,4,0.02,,0.12,,-8.12,07/28/2022
 07/19/2022, YOU SOLD OPENING TRANSACTION PUT (IBM) INTERNATIONAL BUS AUG 12 22 $124 (100 SHS) (Cash), -IBM220812P124, PUT (IBM) INTERNATIONAL BUS AUG 12 22 $124 (100 SHS),Cash,-4,2,2.6,0.14,,797.26,07/20/2022
 07/18/2022, EXPIRED CALL (RUN) SUNRUN INC COM JUL 15 22 $40 as of 07/15/2022 CALL (RUN) SUNRUN INC COM JUL 15 22 $40 (100 SHS) (Margin), -RUN220715C40, CALL (RUN) SUNRUN INC COM JUL 15 22 $40 (100 SHS),Margin,8,,,,,,
 07/18/2022, YOU SOLD OPENING TRANSACTION CALL (RUN) SUNRUN INC COM AUG 19 22 $35 (100 SHS) (Margin), -RUN220819C35, CALL (RUN) SUNRUN INC COM AUG 19 22 $35 (100 SHS),Margin,-8,0.46,5.2,0.24,,362.56,07/19/2022
 07/14/2022, YOU SOLD OPENING TRANSACTION CALL (IBM) INTERNATIONAL BUS AUG 05 22 $150 (100 SHS) (Margin), -IBM220805C150, CALL (IBM) INTERNATIONAL BUS AUG 05 22 $150 (100 SHS),Margin,-4,0.93,2.6,0.13,,369.27,07/15/2022
 07/14/2022, YOU BOUGHT CLOSING TRANSACTION CALL (IBM) INTERNATIONAL BUS JUL 15 22 $146 (100 SHS) (Margin), -IBM220715C146, CALL (IBM) INTERNATIONAL BUS JUL 15 22 $146 (100 SHS),Margin,4,0.02,,0.12,,-8.12,07/15/2022
 07/14/2022, YOU BOUGHT CLOSING TRANSACTION CALL (C) CITIGROUP INC JUL 15 22 $52 (100 SHS) (Margin), -C220715C52, CALL (C) CITIGROUP INC JUL 15 22 $52 (100 SHS),Margin,10,0.02,,0.29,,-20.29,07/15/2022
 07/14/2022, YOU BOUGHT CORNERSTONE STRATEGIC VALUE FD COM (CLM) (Margin), CLM, CORNERSTONE STRATEGIC VALUE FD COM,Margin,1187,8.79,,,,-10433.73,07/18/2022
 07/14/2022, YOU SOLD CITIGROUP INC (C) (Margin), C, CITIGROUP INC,Margin,-1000,43.75,,1.01,,43748.99,07/18/2022
 07/01/2022, DIVIDEND RECEIVED INDIA FUND INC (IFN) (Margin), IFN, INDIA FUND INC,Margin,,,,,,1590,
 06/30/2022, REINVESTMENT CASH (315994103) (Cash), 315994103, CASH,Cash,4.4,1,,,,-4.4,
 06/30/2022, DIVIDEND RECEIVED CORNERSTONE STRATEGIC VALUE FD COM (CLM) (Margin), CLM, CORNERSTONE STRATEGIC VALUE FD COM,Margin,,,,,,542.4,
 06/30/2022, INTEREST EARNED CASH (315994103) (Cash), 315994103, CASH,Cash,,,,,,4.4,
 06/27/2022, ADJUST EXERCISE ERT PAYOUT 219RGT057#REORFV0400280400311 CORNERSTONE STRATEGIC VALUE FD COM (CLM) (Margin), CLM, CORNERSTONE STRATEGIC VALUE FD COM,Margin,667,8.27,,,,-5516.09,
 06/27/2022, ADJUST EXERCISE CORNERSTONE STRATEGIC VALUE FD COM (CLM) (Margin), CLM, CORNERSTONE STRATEGIC VALUE FD COM,Margin,146,8.27,,,,-1207.42,
 06/27/2022, EXERCISED RESCIND 219RGT057#REORFV0400280400311 CORNERSTONE STRATEGIC VALUE FD COM (CLM) (Margin), CLM, CORNERSTONE STRATEGIC VALUE FD COM,Margin,,,,,,6730.03,
 06/27/2022, EXERCISED ERT PAYOUT 219RGT057#REOR V0400280400310 219RXRC67 (Margin), , RIGHTS CEF CORNERSTON RTS EXP 05/20/202,Margin,-2001,,,,,,
 06/24/2022, FEE CHARGED BP PLC SPONSORED ADR (BP) (Margin), BP, BP PLC SPONSORED ADR,Margin,,,,,,-7.5,
 06/24/2022, DIVIDEND RECEIVED BP PLC SPONSORED ADR (BP) (Margin), BP, BP PLC SPONSORED ADR,Margin,,,,,,491.4,
 06/24/2022, YOU SOLD OPENING TRANSACTION CALL (SOFI) SOFI TECHNOLOGIES AUG 05 22 $7.5 (100 SHS) (Margin), -SOFI220805C7.5, CALL (SOFI) SOFI TECHNOLOGIES AUG 05 22 $7.5 (100 SHS),Margin,-30,0.21,19.5,0.89,,609.61,06/27/2022
 06/23/2022, YOU SOLD OPENING TRANSACTION CALL (IBM) INTERNATIONAL BUS JUL 15 22 $146 (100 SHS) (Margin), -IBM220715C146, CALL (IBM) INTERNATIONAL BUS JUL 15 22 $146 (100 SHS),Margin,-4,0.6,2.6,0.13,,237.27,06/24/2022
 06/22/2022, YOU SOLD OPENING TRANSACTION CALL (C) CITIGROUP INC JUL 15 22 $52 (100 SHS) (Margin), -C220715C52, CALL (C) CITIGROUP INC JUL 15 22 $52 (100 SHS),Margin,-10,0.41,6.5,0.30,,403.2,06/23/2022
 06/21/2022, YOU BOUGHT CLOSING TRANSACTION CALL (IBM) INTERNATIONAL BUS JUL 15 22 $155 (100 SHS) (Margin), -IBM220715C155, CALL (IBM) INTERNATIONAL BUS JUL 15 22 $155 (100 SHS),Margin,4,0.09,,0.12,,-36.12,06/22/2022
 06/17/2022, YOU SOLD OPENING TRANSACTION CALL (NOVA) SUNNOVA ENERGY INTL AUG 19 22 $25 (100 SHS) (Margin), -NOVA220819C25, CALL (NOVA) SUNNOVA ENERGY INTL AUG 19 22 $25 (100 SHS),Margin,-2,1.1,1.3,0.07,,218.63,06/21/2022
 06/17/2022, YOU SOLD OPENING TRANSACTION CALL (NOVA) SUNNOVA ENERGY INTL AUG 19 22 $25 (100 SHS) (Margin), -NOVA220819C25, CALL (NOVA) SUNNOVA ENERGY INTL AUG 19 22 $25 (100 SHS),Margin,-5,1.15,3.25,0.17,,571.58,06/21/2022
 06/17/2022, YOU BOUGHT CLOSING TRANSACTION CALL (NOVA) SUNNOVA ENERGY INTL JUL 15 22 $22.5 (100 SHS) (Margin), -NOVA220715C22.5, CALL (NOVA) SUNNOVA ENERGY INTL JUL 15 22 $22.5 (100 SHS),Margin,5,0.95,3.25,0.15,,-478.4,06/21/2022
 06/17/2022, YOU BOUGHT CLOSING TRANSACTION CALL (NOVA) SUNNOVA ENERGY INTL JUL 15 22 $22.5 (100 SHS) (Margin), -NOVA220715C22.5, CALL (NOVA) SUNNOVA ENERGY INTL JUL 15 22 $22.5 (100 SHS),Margin,2,1,1.3,0.06,,-201.36,06/21/2022





"The data and information in this spreadsheet is provided to you solely for your use and is not for distribution. The spreadsheet is provided for"
"informational purposes only, and is not intended to provide advice, nor should it be construed as an offer to sell, a solicitation of an offer to buy or a"
"recommendation for any security or insurance product by Fidelity or any third party. Data and information shown is based on information known to Fidelity as of the date it was"
"exported and is subject to change. It should not be used in place of your account statements or trade confirmations and is not intended for tax reporting"
"purposes. For more information on the data included in this spreadsheet, including any limitations thereof, go to Fidelity.com."

"Brokerage services are provided by Fidelity Brokerage Services LLC, 900 Salem Street, Smithfield, RI 02917. Custody and other services provided by National"
"Financial Services LLC. Both are Fidelity Investment companies and members SIPC, NYSE. Insurance products at Fidelity are distributed by"
"Fidelity Insurance Agency, Inc., and, for certain products, by Fidelity Brokerage Services, Member NYSE, SIPC."

"Date downloaded" 09/12/2022, 4:14 PM
