


Brokerage

Run Date,Action,Symbol,Security Description,Security Type,Quantity,Price ($),Commission ($),Fees ($),Accrued Interest ($),Amount ($),Settlement Date
 09/30/2021, INTEREST EARNED FDIC INSURED DEPOSIT AT CITIBANK HSA NO (QPCIQ) (Cash), QPCIQ, FDIC INSURED DEPOSIT AT CITIBANK HSA NO,Cash,,,,,,0.06,
 09/30/2021, INTEREST EARNED FDIC INSURED DEPOSIT AT WELLS FARGO HSA (QPISQ) (Cash), QPISQ, FDIC INSURED DEPOSIT AT WELLS FARGO HSA,Cash,,,,,,0.06,
 09/30/2021, INTEREST EARNED FDIC INSURED DEPOSIT AT TRUIST BANK HSA (QPIHQ) (Cash), QPIHQ, FDIC INSURED DEPOSIT AT TRUIST BANK HSA,Cash,,,,,,0.02,
 09/30/2021, DEBIT CARD PURCHASE WEST CARY DENTAL CARY NC09272124071058FJ8211 (Cash), , No Description,Cash,,,,,,-73.6,
 09/23/2021, PARTIC CONTR CURRENT PARTICIPANT CUR YR (Cash), , No Description,Cash,,,,,,276.93,
 09/10/2021, DIVIDEND RECEIVED AGNC INVT CORP COM (AGNC) (Cash), AGNC, AGNC INVT CORP COM,Cash,,,,,,120,
 09/09/2021, PARTIC CONTR CURRENT PARTICIPANT CUR YR (Cash), , No Description,Cash,,,,,,276.92,
 08/31/2021, INTEREST EARNED FDIC INSURED DEPOSIT AT CITIBANK HSA NO (QPCIQ) (Cash), QPCIQ, FDIC INSURED DEPOSIT AT CITIBANK HSA NO,Cash,,,,,,0.02,
 08/31/2021, INTEREST EARNED FDIC INSURED DEPOSIT AT WELLS FARGO HSA (QPISQ) (Cash), QPISQ, FDIC INSURED DEPOSIT AT WELLS FARGO HSA,Cash,,,,,,0.06,
 08/31/2021, INTEREST EARNED FDIC INSURED DEPOSIT AT TRUIST BANK HSA (QPIHQ) (Cash), QPIHQ, FDIC INSURED DEPOSIT AT TRUIST BANK HSA,Cash,,,,,,0.02,
 08/25/2021, PARTIC CONTR CURRENT PARTICIPANT CUR YR (Cash), , No Description,Cash,,,,,,276.93,
 08/20/2021, YOU SOLD HERZFELD CARIBBEAN BASIN FD IN COM (CUBA) (Cash), CUBA, HERZFELD CARIBBEAN BASIN FD IN COM,Cash,-1000,5.53,,0.03,,5528.27,08/24/2021
 08/12/2021, PARTIC CONTR CURRENT PARTICIPANT CUR YR (Cash), , No Description,Cash,,,,,,276.92,
 08/10/2021, DIVIDEND RECEIVED AGNC INVT CORP COM (AGNC) (Cash), AGNC, AGNC INVT CORP COM,Cash,,,,,,120,
 08/03/2021, YOU BOUGHT CLOVER HEALTH INVESTMENTS CORP COM CL A (CLOV) (Cash), CLOV, CLOVER HEALTH INVESTMENTS CORP COM CL A,Cash,1000,8.08,,,,-8080,08/05/2021
 07/30/2021, DIVIDEND RECEIVED ANNALY CAPITAL MANAGEMENT INC COM (NLY) (Cash), NLY, ANNALY CAPITAL MANAGEMENT INC COM,Cash,,,,,,220,
 07/30/2021, INTEREST EARNED FDIC INSURED DEPOSIT AT CITIBANK HSA NO (QPCIQ) (Cash), QPCIQ, FDIC INSURED DEPOSIT AT CITIBANK HSA NO,Cash,,,,,,0.01,
 07/30/2021, INTEREST EARNED FDIC INSURED DEPOSIT AT WELLS FARGO HSA (QPISQ) (Cash), QPISQ, FDIC INSURED DEPOSIT AT WELLS FARGO HSA,Cash,,,,,,0.06,
 07/30/2021, INTEREST EARNED FDIC INSURED DEPOSIT AT FIFTH THIRD HSA (QPILQ) (Cash), QPILQ, FDIC INSURED DEPOSIT AT FIFTH THIRD HSA,Cash,,,,,,0.01,
 07/30/2021, INTEREST EARNED FDIC INSURED DEPOSIT AT UNION BANK HSA (QPIJQ) (Cash), QPIJQ, FDIC INSURED DEPOSIT AT UNION BANK HSA ,Cash,,,,,,0.02,
 07/30/2021, INTEREST EARNED FDIC INSURED DEPOSIT AT TRUIST BANK HSA (QPIHQ) (Cash), QPIHQ, FDIC INSURED DEPOSIT AT TRUIST BANK HSA,Cash,,,,,,0.04,
 07/29/2021, PARTIC CONTR CURRENT PARTICIPANT CUR YR (Cash), , No Description,Cash,,,,,,276.93,
 07/14/2021, PARTIC CONTR CURRENT PARTICIPANT CUR YR (Cash), , No Description,Cash,,,,,,276.92,
