
Plan name:,FMR PROFIT SHARING  
Date Range,01/01/2008 - 12/31/2008,,,,


Date,Investment,Transaction Type,Amount,Shares/Unit
12/24/2008,FID VALUE K,CONTRIBUTION,"416.00","11.090"
12/24/2008,FID SEL WIRELESS,CONTRIBUTION,"416.00","102.716"
12/24/2008,FID SEL MEDICAL DEL,CONTRIBUTION,"416.00","14.730"
12/24/2008,FID SEL CONS STAPLES,CONTRIBUTION,"416.00","8.398"
12/24/2008,FID DIVERSIFD INTL K,CONTRIBUTION,"416.00","20.382"
12/12/2008,FID SEL CONS STAPLES,Dividends and Interest,"185.38","3.832"
12/10/2008,FID VALUE K,CONTRIBUTION,"193.50","5.012"
12/10/2008,FID SEL WIRELESS,CONTRIBUTION,"193.50","44.688"
12/10/2008,FID SEL MEDICAL DEL,CONTRIBUTION,"193.50","7.308"
12/10/2008,FID SEL CONS STAPLES,CONTRIBUTION,"193.50","3.918"
12/10/2008,FID DIVERSIFD INTL K,CONTRIBUTION,"193.50","9.612"
12/05/2008,FID SEL WIRELESS,Dividends and Interest,"133.00","32.678"
12/05/2008,FID DIVERSIFD INTL K,Dividends and Interest,"166.79","8.783"
12/03/2008,FID VALUE K,Dividends and Interest,"56.55","1.537"
11/12/2008,FID VALUE K,CONTRIBUTION,"193.50","5.296"
11/12/2008,FID SEL WIRELESS,CONTRIBUTION,"193.50","50.390"
11/12/2008,FID SEL MEDICAL DEL,CONTRIBUTION,"193.50","7.338"
11/12/2008,FID SEL CONS STAPLES,CONTRIBUTION,"193.50","4.052"
11/12/2008,FID DIVERSIFD INTL K,CONTRIBUTION,"193.50","9.798"
10/08/2008,FID VALUE K,CONTRIBUTION,"193.50","4.092"
10/08/2008,FID SEL WIRELESS,CONTRIBUTION,"193.50","40.146"
10/08/2008,FID SEL MEDICAL DEL,CONTRIBUTION,"193.50","6.356"
10/08/2008,FID SEL CONS STAPLES,CONTRIBUTION,"193.50","3.654"
10/08/2008,FID DIVERSIFD INTL K,CONTRIBUTION,"193.50","8.116"
09/12/2008,FID VALUE K,Exchanges,"13,957.57","213.255"
09/12/2008,FID VALUE,Exchanges,"-13,957.57","-213.386"
09/12/2008,FID VALUE,Change in Market Value,"-2,269.61","0.000"
09/12/2008,FID DIVERSIFD INTL K,Exchanges,"13,905.24","447.978"
09/12/2008,FID DIVERSIFD INTL,Exchanges,"-13,905.24","-448.267"
09/12/2008,FID DIVERSIFD INTL,Change in Market Value,"-2,191.84","0.000"
09/10/2008,FID VALUE,CONTRIBUTION,"193.50","3.004"
09/10/2008,FID SEL WIRELESS,CONTRIBUTION,"193.50","30.094"
09/10/2008,FID SEL MEDICAL DEL,CONTRIBUTION,"193.50","4.824"
09/10/2008,FID SEL CONS STAPLES,CONTRIBUTION,"193.50","3.114"
09/10/2008,FID DIVERSIFD INTL,CONTRIBUTION,"193.50","6.352"
08/06/2008,FID VALUE,CONTRIBUTION,"193.50","2.884"
08/06/2008,FID SEL WIRELESS,CONTRIBUTION,"193.50","27.176"
08/06/2008,FID SEL MEDICAL DEL,CONTRIBUTION,"193.50","4.714"
