Date,Adj Close
2005-04-01,4.8184190000000005
2005-04-04,4.8184190000000005
2005-04-05,4.8184190000000005
2005-04-06,4.826712000000001
2005-04-07,4.830858
2005-04-08,4.822566
2005-04-11,4.826712000000001
2005-04-12,4.8433
2005-04-13,4.8391519999999995
2005-04-14,4.830858
2005-04-15,4.830858
2005-04-18,4.8433
2005-04-19,4.847445
2005-04-20,4.8433
2005-04-21,4.847445
2005-04-22,4.851592
2005-04-25,4.859888
2005-04-26,4.864033
2005-04-27,4.8723279999999995
2005-04-28,4.8681790000000005
2005-04-29,4.880619
2005-05-02,4.884768
2005-05-03,4.880619
2005-05-04,4.888912
2005-05-05,4.897206
2005-05-06,4.884768
2005-05-09,4.897206
2005-05-10,4.897206
2005-05-11,4.897206
2005-05-12,4.893059
2005-05-13,4.888912
2005-05-16,4.897206
2005-05-17,4.9055
2005-05-18,4.917939
2005-05-19,4.926231
2005-05-20,4.93038
2005-05-23,4.938672
2005-05-24,4.934526
2005-05-25,4.926231
2005-05-26,4.926231
2005-05-27,4.934526
2005-05-31,4.951112
2005-06-01,4.967698
2005-06-02,4.967698
2005-06-03,4.967699
2005-06-06,4.980278
2005-06-07,4.984468
2005-06-08,4.9886610000000005
2005-06-09,4.9886610000000005
2005-06-10,4.980278
2005-06-13,4.9886610000000005
2005-06-14,4.997044
2005-06-15,4.997044
2005-06-16,5.005431
2005-06-17,5.013814
2005-06-20,5.013814
2005-06-21,5.005431
2005-06-22,5.013814
2005-06-23,5.013814
2005-06-24,5.013814
2005-06-27,5.018004
2005-06-28,5.022197
2005-06-29,5.022197
2005-06-30,5.026388
2005-07-01,5.030582
2005-07-05,5.038966
2005-07-06,5.038966
2005-07-07,5.043158999999999
2005-07-08,5.055733999999999
2005-07-11,5.0683110000000005
2005-07-12,5.080889
2005-07-13,5.072503
2005-07-14,5.059926
2005-07-15,5.064119
2005-07-18,5.064119
2005-07-19,5.076694
2005-07-20,5.085079
2005-07-21,5.064119
2005-07-22,5.076694
2005-07-25,5.076694
2005-07-26,5.085079
2005-07-27,5.089271
2005-07-28,5.101849
2005-07-29,5.101849
2005-08-01,5.097656
2005-08-02,5.10604
2005-08-03,5.10604
2005-08-04,5.089271
2005-08-05,5.055733999999999
2005-08-08,5.030582
2005-08-09,5.030582
2005-08-10,5.034773
2005-08-11,5.047349
2005-08-12,5.051543
2005-08-15,5.059926
2005-08-16,5.064119
2005-08-17,5.055733999999999
2005-08-18,5.055733999999999
2005-08-19,5.055733999999999
2005-08-22,5.064119
2005-08-23,5.0683110000000005
2005-08-24,5.0683110000000005
2005-08-25,5.072503
2005-08-26,5.059926
2005-08-29,5.064119
2005-08-30,5.0683110000000005
2005-08-31,5.085079
2005-09-01,5.093463
2005-09-02,5.093463
2005-09-06,5.10604
2005-09-07,5.097656
2005-09-08,5.097656
2005-09-09,5.106274
2005-09-12,5.101965
2005-09-13,5.101965
2005-09-14,5.097656
2005-09-15,5.101965
2005-09-16,5.093348000000001
2005-09-19,5.089037
2005-09-20,5.080419
2005-09-21,5.067493
2005-09-22,5.071802
2005-09-23,5.063184
2005-09-26,5.067493
2005-09-27,5.058875
2005-09-28,5.058875
2005-09-29,5.067493
2005-09-30,5.076109
2005-10-03,5.076109
2005-10-04,5.067493
2005-10-05,5.050256
2005-10-06,5.045946
2005-10-07,5.045946
2005-10-10,5.037326999999999
2005-10-11,5.028713
2005-10-12,5.0071639999999995
2005-10-13,4.998547
2005-10-14,5.020092
2005-10-17,5.024401
2005-10-18,5.015783
2005-10-19,5.028713
2005-10-20,5.020092
2005-10-21,5.033021
2005-10-24,5.041637000000001
2005-10-25,5.037326999999999
2005-10-26,5.020092
2005-10-27,5.011474
2005-10-28,5.024401
2005-10-31,5.033021
2005-11-01,5.020092
2005-11-02,5.024401
2005-11-03,5.024401
2005-11-04,5.024401
2005-11-07,5.028713
2005-11-08,5.024401
2005-11-09,5.028713
2005-11-10,5.041637000000001
2005-11-11,5.050256
2005-11-14,5.045946
2005-11-15,5.037326999999999
2005-11-16,5.037326999999999
2005-11-17,5.050256
2005-11-18,5.058875
2005-11-21,5.067493
2005-11-22,5.080419
2005-11-23,5.089037
2005-11-25,5.089037
2005-11-28,5.084728
2005-11-29,5.084728
2005-11-30,5.089037
2005-12-01,5.097656
2005-12-02,5.097656
2005-12-05,5.089037
2005-12-06,5.093348000000001
2005-12-07,5.089037
2005-12-08,5.097656
2005-12-09,5.097656
2005-12-12,5.097656
2005-12-13,5.101965
2005-12-14,5.114892
2005-12-15,5.106274
2005-12-16,5.106273000000001
2005-12-19,5.101829
2005-12-20,5.101829
2005-12-21,5.106273000000001
2005-12-22,5.11072
2005-12-23,5.115163
2005-12-27,5.119608
2005-12-28,5.119608
2005-12-29,5.119608
2005-12-30,5.115163
2006-01-03,5.1329400000000005
2006-01-04,5.141828
2006-01-05,5.1551599999999995
2006-01-06,5.159604
2006-01-09,5.168491
2006-01-10,5.172936
2006-01-11,5.172936
2006-01-12,5.168491
2006-01-13,5.168491
2006-01-17,5.168491
2006-01-18,5.168491
2006-01-19,5.177381
2006-01-20,5.168491
2006-01-23,5.172936
2006-01-24,5.177381
2006-01-25,5.172936
2006-01-26,5.172936
2006-01-27,5.181824
2006-01-30,5.186269
2006-01-31,5.186269
2006-02-01,5.190712
2006-02-02,5.186269
2006-02-03,5.177381
2006-02-06,5.186269
2006-02-07,5.177381
2006-02-08,5.177381
2006-02-09,5.177381
2006-02-10,5.177381
2006-02-13,5.181824
2006-02-14,5.181824
2006-02-15,5.190712
2006-02-16,5.1996
2006-02-17,5.204044000000001
2006-02-21,5.204044000000001
2006-02-22,5.2129330000000005
2006-02-23,5.208491
2006-02-24,5.208491
2006-02-27,5.2129330000000005
2006-02-28,5.2129330000000005
2006-03-01,5.217378
2006-03-02,5.2129330000000005
2006-03-03,5.208469
2006-03-06,5.212932
2006-03-07,5.199544
2006-03-08,5.199544
2006-03-09,5.204006
2006-03-10,5.208469
2006-03-13,5.208469
2006-03-14,5.221857
2006-03-15,5.230787
2006-03-16,5.239713
2006-03-17,5.248637
2006-03-20,5.235249
2006-03-21,5.221857
2006-03-22,5.230787
2006-03-23,5.235249
2006-03-24,5.239713
2006-03-27,5.239713
2006-03-28,5.239713
2006-03-29,5.253101
2006-03-30,5.244173
2006-03-31,5.248637
2006-04-03,5.230787
2006-04-04,5.230787
2006-04-05,5.235249
2006-04-06,5.235249
2006-04-07,5.221857
2006-04-10,5.217395
2006-04-11,5.212932
2006-04-12,5.212932
2006-04-13,5.204006
2006-04-17,5.204006
2006-04-18,5.230787
2006-04-19,5.248637
2006-04-20,5.244173
2006-04-21,5.248637
2006-04-24,5.244173
2006-04-25,5.235249
2006-04-26,5.230787
2006-04-27,5.239713
2006-04-28,5.253101
2006-05-01,5.239713
2006-05-02,5.235249
2006-05-03,5.235249
2006-05-04,5.244173
2006-05-05,5.257562999999999
2006-05-08,5.262028
2006-05-09,5.266489
2006-05-10,5.270954
2006-05-11,5.253101
2006-05-12,5.239713
2006-05-15,5.248637
2006-05-16,5.248637
2006-05-17,5.235249
2006-05-18,5.230787
2006-05-19,5.239713
2006-05-22,5.239713
2006-05-23,5.235249
2006-05-24,5.235249
2006-05-25,5.253101
2006-05-26,5.257562999999999
2006-05-30,5.253101
2006-05-31,5.257562999999999
2006-06-01,5.270954
2006-06-02,5.284574
2006-06-05,5.284574
2006-06-06,5.270954
2006-06-07,5.275494999999999
2006-06-08,5.275494999999999
2006-06-09,5.284574
2006-06-12,5.270954
2006-06-13,5.257334999999999
2006-06-14,5.248253
2006-06-15,5.261874
2006-06-16,5.257334999999999
2006-06-19,5.252794000000001
2006-06-20,5.248253
2006-06-21,5.257334999999999
2006-06-22,5.252794000000001
2006-06-23,5.248253
2006-06-26,5.261874
2006-06-27,5.252794000000001
2006-06-28,5.252794000000001
2006-06-29,5.284574
2006-06-30,5.2981940000000005
2006-07-03,5.311811
2006-07-05,5.302733
2006-07-06,5.302733
2006-07-07,5.302733
2006-07-10,5.311811
2006-07-11,5.3163540000000005
2006-07-12,5.320894
2006-07-13,5.311811
2006-07-14,5.2981940000000005
2006-07-17,5.302733
2006-07-18,5.307272
2006-07-19,5.334512999999999
2006-07-20,5.325434
2006-07-21,5.311811
2006-07-24,5.325434
2006-07-25,5.334512999999999
2006-07-26,5.334512999999999
2006-07-27,5.325434
2006-07-28,5.3526739999999995
2006-07-31,5.348133
2006-08-01,5.348133
2006-08-02,5.3526739999999995
2006-08-03,5.366296
2006-08-04,5.384452
