
Plan name:,FMR PROFIT SHARING  
Date Range,01/01/2005 - 12/31/2005,,,,


Date,Investment,Transaction Type,Amount,Shares/Unit
12/14/2005,FID VALUE,CONTRIBUTION,"271.00","3.544"
12/14/2005,FID SEL WIRELESS,CONTRIBUTION,"271.00","38.936"
12/14/2005,FID SEL MEDICAL DEL,CONTRIBUTION,"271.00","4.912"
12/14/2005,FID SEL CONS STAPLES,CONTRIBUTION,"271.00","5.272"
12/14/2005,FID DIVERSIFD INTL,CONTRIBUTION,"271.00","8.404"
12/09/2005,FID SEL MEDICAL DEL,Dividends and Interest,"25.13","0.456"
12/09/2005,FID SEL CONS STAPLES,Dividends and Interest,"67.38","1.326"
12/09/2005,FID DIVERSIFD INTL,Dividends and Interest,"42.48","1.335"
12/07/2005,FID VALUE,CONTRIBUTION,"160.34","2.126"
12/07/2005,FID SEL WIRELESS,CONTRIBUTION,"160.34","23.204"
12/07/2005,FID SEL MEDICAL DEL,CONTRIBUTION,"160.32","2.900"
12/07/2005,FID SEL CONS STAPLES,CONTRIBUTION,"160.34","3.006"
12/07/2005,FID DIVERSIFD INTL,CONTRIBUTION,"160.32","4.914"
12/02/2005,FID VALUE,Dividends and Interest,"82.31","1.087"
11/09/2005,FID VALUE,CONTRIBUTION,"160.34","2.078"
11/09/2005,FID SEL WIRELESS,CONTRIBUTION,"160.34","23.860"
11/09/2005,FID SEL MEDICAL DEL,CONTRIBUTION,"160.32","3.068"
11/09/2005,FID SEL CONS STAPLES,CONTRIBUTION,"160.34","3.068"
11/09/2005,FID DIVERSIFD INTL,CONTRIBUTION,"160.32","5.142"
10/12/2005,FID VALUE,CONTRIBUTION,"160.34","2.164"
10/12/2005,FID SEL WIRELESS,CONTRIBUTION,"160.34","25.172"
10/12/2005,FID SEL MEDICAL DEL,CONTRIBUTION,"160.32","3.122"
10/12/2005,FID SEL CONS STAPLES,CONTRIBUTION,"160.34","3.142"
10/12/2005,FID DIVERSIFD INTL,CONTRIBUTION,"160.32","5.164"
09/07/2005,FID VALUE,CONTRIBUTION,"160.34","2.036"
09/07/2005,FID SEL WIRELESS,CONTRIBUTION,"160.34","23.790"
09/07/2005,FID SEL MEDICAL DEL,CONTRIBUTION,"160.32","3.034"
09/07/2005,FID SEL CONS STAPLES,CONTRIBUTION,"160.34","3.030"
09/07/2005,FID DIVERSIFD INTL,CONTRIBUTION,"160.32","5.074"
08/10/2005,FID VALUE,CONTRIBUTION,"160.34","2.064"
08/10/2005,FID SEL WIRELESS,CONTRIBUTION,"160.34","24.294"
08/10/2005,FID SEL MEDICAL DEL,CONTRIBUTION,"160.32","3.122"
08/10/2005,FID SEL CONS STAPLES,CONTRIBUTION,"160.34","3.048"
08/10/2005,FID DIVERSIFD INTL,CONTRIBUTION,"160.32","5.198"
07/06/2005,FID VALUE,CONTRIBUTION,"160.34","2.136"
07/06/2005,FID SEL WIRELESS,CONTRIBUTION,"160.34","25.778"
07/06/2005,FID SEL MEDICAL DEL,CONTRIBUTION,"160.32","3.170"
07/06/2005,FID SEL CONS STAPLES,CONTRIBUTION,"160.34","3.206"
07/06/2005,FID DIVERSIFD INTL,CONTRIBUTION,"160.32","5.570"
06/22/2005,FID VALUE,CONTRIBUTION,"158.33","2.102"
06/22/2005,FID VALUE,Change in Market Value,"6.84","0.000"
06/22/2005,FID SEL WIRELESS,CONTRIBUTION,"158.33","25.212"
06/22/2005,FID SEL WIRELESS,Change in Market Value,"10.87","0.000"
06/22/2005,FID SEL MEDICAL DEL,CONTRIBUTION,"158.33","3.162"
06/22/2005,FID SEL MEDICAL DEL,Change in Market Value,"7.04","0.000"
06/22/2005,FID SEL CONS STAPLES,CONTRIBUTION,"158.34","3.061"
06/22/2005,FID SEL CONS STAPLES,Change in Market Value,"3.14","0.000"
06/22/2005,FID DIVERSIFD INTL,CONTRIBUTION,"158.33","5.439"
06/22/2005,FID DIVERSIFD INTL,Change in Market Value,"3.51","0.000"
06/08/2005,FID VALUE,CONTRIBUTION,"79.17","1.080"
06/08/2005,FID SEL WIRELESS,CONTRIBUTION,"79.17","13.108"
06/08/2005,FID SEL MEDICAL DEL,CONTRIBUTION,"79.16","1.634"
06/08/2005,FID SEL CONS STAPLES,CONTRIBUTION,"79.17","1.551"
06/08/2005,FID DIVERSIFD INTL,CONTRIBUTION,"79.16","2.759"
05/11/2005,FID VALUE,CONTRIBUTION,"79.17","1.117"
05/11/2005,FID SEL WIRELESS,CONTRIBUTION,"79.17","13.963"
05/11/2005,FID SEL MEDICAL DEL,CONTRIBUTION,"79.16","1.675"
05/11/2005,FID SEL CONS STAPLES,CONTRIBUTION,"79.17","1.572"
05/11/2005,FID DIVERSIFD INTL,CONTRIBUTION,"79.16","2.803"
