


Brokerage

Run Date,Action,Symbol,Security Description,Security Type,Quantity,Price ($),Commission ($),Fees ($),Accrued Interest ($),Amount ($),Settlement Date
 12/31/2020, DIVIDEND RECEIVED INVESCO EXCHANGE TRADED FD TR WILDERHIL (PBW) (Cash), PBW, INVESCO EXCHANGE TRADED FD TR WILDERHIL,Cash,,,,,,1.11,
 12/31/2020, REINVESTMENT FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash), SPAXX, FIDELITY GOVERNMENT MONEY MARKET,Cash,0.03,1,,,,-0.03,
 12/31/2020, DIVIDEND RECEIVED FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash), SPAXX, FIDELITY GOVERNMENT MONEY MARKET,Cash,,,,,,0.03,
 12/31/2020, DIVIDEND RECEIVED AMPLIFY ETF TR SEYMOUR CANNBS (CNBS) (Cash), CNBS, AMPLIFY ETF TR SEYMOUR CANNBS,Cash,,,,,,0.61,
 12/31/2020, DIVIDEND RECEIVED ADVISORSHARES TR PURE CANNABIS (YOLO) (Cash), YOLO, ADVISORSHARES TR PURE CANNABIS,Cash,,,,,,0.22,
 12/24/2020, DIVIDEND RECEIVED SELECT SECTOR SPDR TRUST TECHNOLOGY SEL (XLK) (Cash), XLK, SELECT SECTOR SPDR TRUST TECHNOLOGY SEL,Cash,,,,,,1.49,
 12/24/2020, DIVIDEND RECEIVED SPDR SER TR S&P BIOTECH (XBI) (Cash), XBI, SPDR SER TR S&P BIOTECH,Cash,,,,,,3.52,
 12/24/2020, DIVIDEND RECEIVED BK OF AMERICA CORP COM (BAC) (Cash), BAC, BK OF AMERICA CORP COM,Cash,,,,,,0.9,
 12/21/2020, MERGER MER FROM G8250T109#REOR M0051298150001 OPENDOOR TECHNOLOGIES INC COM (OPEN) (Cash), OPEN, OPENDOOR TECHNOLOGIES INC COM,Cash,20,,,,,,
 12/21/2020, MERGER MER PAYOUT #REOR M0051298150000 SOCIAL CAP HEDOSOPHIA HLDGS CORP II COM (G8250T109) (Cash), G8250T109, SOCIAL CAP HEDOSOPHIA HLDGS CORP II COM,Cash,-20,,,,,,
 12/18/2020, DIVIDEND RECEIVED ISHARES TR GL CLEAN ENE ETF (ICLN) (Cash), ICLN, ISHARES TR GL CLEAN ENE ETF,Cash,,,,,,0.3,
 12/18/2020, DIVIDEND RECEIVED ISHARES TR ISHARES BIOTECH (IBB) (Cash), IBB, ISHARES TR ISHARES BIOTECH,Cash,,,,,,1.77,
 12/10/2020, DIVIDEND RECEIVED SKYWORKS SOLUTIONS INC (SWKS) (Cash), SWKS, SKYWORKS SOLUTIONS INC,Cash,,,,,,3,
 12/10/2020, DIVIDEND RECEIVED MICROSOFT CORP (MSFT) (Cash), MSFT, MICROSOFT CORP,Cash,,,,,,1.68,
 12/07/2020, YOU BOUGHT QUANTUMSCAPE CORP COM CL A (QS) (Cash), QS, QUANTUMSCAPE CORP COM CL A,Cash,4,43.6,,,,-174.4,12/09/2020
 12/07/2020, YOU BOUGHT GLOBAL X FDS VDEO GAM ESPRT (HERO) (Cash), HERO, GLOBAL X FDS VDEO GAM ESPRT,Cash,4,29.29,,,,-117.16,12/09/2020
 12/07/2020, YOU BOUGHT GLOBAL X FDS DATA CTR REITS (VPN) (Cash), VPN, GLOBAL X FDS DATA CTR REITS,Cash,6,15.25,,,,-91.5,12/09/2020
 12/07/2020, YOU BOUGHT CAMBRIA ETF TRUST CANNABIS ETF (TOKE) (Cash), TOKE, CAMBRIA ETF TRUST CANNABIS ETF,Cash,10,15.26,,,,-152.6,12/09/2020
 12/07/2020, YOU BOUGHT AMPLIFY ETF TR SEYMOUR CANNBS (CNBS) (Cash), CNBS, AMPLIFY ETF TR SEYMOUR CANNBS,Cash,6,18.1,,,,-108.6,12/09/2020
 12/07/2020, YOU BOUGHT ADVISORSHARES TR PURE CANNABIS (YOLO) (Cash), YOLO, ADVISORSHARES TR PURE CANNABIS,Cash,6,16.84,,,,-101.04,12/09/2020
 12/02/2020, DIVIDEND RECEIVED AMERICAN WATER WORKS COMPANY INC COM US (AWK) (Cash), AWK, AMERICAN WATER WORKS COMPANY INC COM US,Cash,,,,,,2.75,
 11/30/2020, REINVESTMENT FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash), SPAXX, FIDELITY GOVERNMENT MONEY MARKET,Cash,0.03,1,,,,-0.03,
 11/30/2020, DIVIDEND RECEIVED FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash), SPAXX, FIDELITY GOVERNMENT MONEY MARKET,Cash,,,,,,0.03,
 11/16/2020, DIVIDEND RECEIVED GLOBAL X FDS RENEWABLE ENERGY (RNRG) (Cash), RNRG, GLOBAL X FDS RENEWABLE ENERGY,Cash,,,,,,1.25,
 11/13/2020, YOU SOLD ZOOM VIDEO COMMUNICATIONS INC CL A (ZM) (Cash), ZM, ZOOM VIDEO COMMUNICATIONS INC CL A,Cash,-3,407.67,,0.03,,1222.97,11/17/2020
 11/12/2020, DIVIDEND RECEIVED APPLE INC (AAPL) (Cash), AAPL, APPLE INC,Cash,,,,,,2.05,
 11/03/2020, YOU BOUGHT AMERICAN WATER WORKS COMPANY INC COM US (AWK) (Cash), AWK, AMERICAN WATER WORKS COMPANY INC COM US,Cash,5,157,,,,-785,11/05/2020
 11/03/2020, Electronic Funds Transfer Received (Cash),  , No Description,Cash,,,,,,1000,
 11/02/2020, YOU SOLD SPDR SER TR S&P BIOTECH (XBI) (Cash), XBI, SPDR SER TR S&P BIOTECH,Cash,-7,112.12,,0.02,,784.83,11/04/2020
 11/02/2020, YOU SOLD BIOGEN INC COM USD0.0005 (BIIB) (Cash), BIIB, BIOGEN INC COM USD0.0005,Cash,-7,248.99,,0.04,,1742.89,11/04/2020
 10/30/2020, REINVESTMENT FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash), SPAXX, FIDELITY GOVERNMENT MONEY MARKET,Cash,0.01,1,,,,-0.01,
 10/30/2020, DIVIDEND RECEIVED FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash), SPAXX, FIDELITY GOVERNMENT MONEY MARKET,Cash,,,,,,0.01,
 10/26/2020, YOU BOUGHT MICROSOFT CORP (MSFT) (Cash), MSFT, MICROSOFT CORP,Cash,3,209.53,,,,-628.59,10/28/2020
 10/26/2020, YOU BOUGHT JPMORGAN CHASE & CO (JPM) (Cash), JPM, JPMORGAN CHASE & CO,Cash,4,100.86,,,,-403.44,10/28/2020
 10/26/2020, YOU BOUGHT ISHARES TR GL CLEAN ENE ETF (ICLN) (Cash), ICLN, ISHARES TR GL CLEAN ENE ETF,Cash,10,19.73,,,,-197.3,10/28/2020
