


Brokerage

Run Date,Action,Symbol,Security Description,Security Type,Quantity,Price ($),Commission ($),Fees ($),Accrued Interest ($),Amount ($),Settlement Date
 03/31/2021, REINVESTMENT FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash), SPAXX, FIDELITY GOVERNMENT MONEY MARKET,Cash,0.01,1,,,,-0.01,
 03/31/2021, DIVIDEND RECEIVED FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash), SPAXX, FIDELITY GOVERNMENT MONEY MARKET,Cash,,,,,,0.01,
 03/29/2021, YOU BOUGHT INVESCO EXCH TRADED FD TR II SOLAR ETF (TAN) (Cash), TAN, INVESCO EXCH TRADED FD TR II SOLAR ETF,Cash,5,83.37,,,,-416.83,03/31/2021
 03/29/2021, YOU BOUGHT GLOBAL X FDS RENEWABLE ENERGY (RNRG) (Cash), RNRG, GLOBAL X FDS RENEWABLE ENERGY,Cash,20,15.3,,,,-306,03/31/2021
 03/29/2021, YOU BOUGHT CLOVER HEALTH INVESTMENTS CORP COM CL A (CLOV) (Cash), CLOV, CLOVER HEALTH INVESTMENTS CORP COM CL A,Cash,30,7.34,,,,-220.05,03/31/2021
 03/11/2021, DIVIDEND RECEIVED MICROSOFT CORP (MSFT) (Cash), MSFT, MICROSOFT CORP,Cash,,,,,,2.8,
 03/02/2021, DIVIDEND RECEIVED AMERICAN WATER WORKS COMPANY INC COM US (AWK) (Cash), AWK, AMERICAN WATER WORKS COMPANY INC COM US,Cash,,,,,,2.75,
 02/26/2021, REINVESTMENT FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash), SPAXX, FIDELITY GOVERNMENT MONEY MARKET,Cash,0.01,1,,,,-0.01,
 02/26/2021, DIVIDEND RECEIVED FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash), SPAXX, FIDELITY GOVERNMENT MONEY MARKET,Cash,,,,,,0.01,
 02/17/2021, YOU BOUGHT GLOBAL X FDS CANNABIS ETF (POTX) (Cash), POTX, GLOBAL X FDS CANNABIS ETF,Cash,20,19.65,,,,-392.9,02/19/2021
 01/29/2021, REINVESTMENT FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash), SPAXX, FIDELITY GOVERNMENT MONEY MARKET,Cash,0.01,1,,,,-0.01,
 01/29/2021, DIVIDEND RECEIVED FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash), SPAXX, FIDELITY GOVERNMENT MONEY MARKET,Cash,,,,,,0.01,
 01/06/2021, DIVIDEND RECEIVED ISHARES TR GL CLEAN ENE ETF (ICLN) (Cash), ICLN, ISHARES TR GL CLEAN ENE ETF,Cash,,,,,,0.14,





"The data and information in this spreadsheet is provided to you solely for your use and is not for distribution. The spreadsheet is provided for"
"informational purposes only, and is not intended to provide advice, nor should it be construed as an offer to sell, a solicitation of an offer to buy or a"
"recommendation for any security or insurance product by Fidelity or any third party. Data and information shown is based on information known to Fidelity as of the date it was"
"exported and is subject to change. It should not be used in place of your account statements or trade confirmations and is not intended for tax reporting"
"purposes. For more information on the data included in this spreadsheet, including any limitations thereof, go to Fidelity.com."

"Brokerage services are provided by Fidelity Brokerage Services LLC, 900 Salem Street, Smithfield, RI 02917. Custody and other services provided by National"
"Financial Services LLC. Both are Fidelity Investment companies and members SIPC, NYSE. Insurance products at Fidelity are distributed by"
"Fidelity Insurance Agency, Inc., and, for certain products, by Fidelity Brokerage Services, Member NYSE, SIPC."

"Date downloaded" 05/18/2022, 2:39 PM
